age,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,lg_id,mp,name,obpm,orb_pct,ows,per,pid,pos,ring,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
23,1.8,0.7,0.0,-1.8,11.4,0.3,.203,.484,8,NBA,307,Peja Stojakovic,1.8,5.6,0.8,17.2,674,SF,False,2000-01,0.8,SAC,10.4,8.5,.557,23.5,0.2,1.1,.165
24,4.8,0.0,-2.4,-0.9,14.4,0.2,.361,.293,10,NBA,338,Peja Stojakovic,-1.5,5.2,0.2,12.1,674,SF,False,2001-02,0.8,SAC,11.2,10.0,.493,22.1,0.0,0.4,.061
25,10.2,0.7,5.0,0.6,14.9,0.1,.347,.297,12,NBA,486,Peja Stojakovic,4.4,3.9,1.9,21.6,674,SF,False,2002-03,1.0,SAC,5.0,9.4,.606,21.6,0.9,2.0,.198
26,6.0,0.4,0.9,0.8,13.5,0.4,.369,.197,12,NBA,517,Peja Stojakovic,0.1,3.2,0.6,14.6,674,SF,False,2003-04,2.2,SAC,6.1,8.6,.488,19.8,0.4,1.0,.091
27,5.7,0.4,1.4,-0.8,13.1,-0.1,.361,.265,5,NBA,203,Peja Stojakovic,2.2,3.3,0.7,19.1,674,SF,False,2004-05,1.0,SAC,2.1,7.8,.593,20.7,0.2,0.6,.152
28,15.9,1.6,-1.0,0.5,21.4,0.1,.167,.389,2,NBA,51,Peja Stojakovic,-1.5,0.0,0.1,16.7,674,SF,False,2005-06,1.1,IND,4.5,11.2,.522,21.2,0.0,0.1,.127
30,2.0,0.2,0.7,0.2,14.3,0.3,.383,.203,12,NBA,455,Peja Stojakovic,0.6,1.5,0.7,13.4,674,SF,False,2007-08,0.7,NOH,5.2,8.0,.583,16.3,0.3,1.0,.108
31,2.6,0.5,-4.7,0.5,7.8,-0.1,.531,.265,5,NBA,162,Peja Stojakovic,-5.2,2.9,0.0,8.1,674,SF,False,2008-09,1.3,NOH,9.9,5.3,.512,17.8,-0.1,-0.1,-0.040
33,3.5,0.5,0.7,0.1,10.0,0.3,.642,.075,19,NBA,350,Peja Stojakovic,0.6,1.1,0.3,12.0,674,SF,True,2010-11,1.9,DAL,6.8,5.6,.540,18.5,0.2,0.5,.073
22,32.5,0.5,0.9,0.7,10.5,0.3,.044,.778,10,NBA,186,John Stockton,0.3,3.8,0.2,14.2,675,PG,False,1984-85,2.7,UTA,20.9,7.3,.563,16.3,0.1,0.5,.119
23,24.7,0.0,2.6,1.1,4.8,0.0,.059,.529,4,NBA,73,John Stockton,1.4,4.2,0.2,17.2,675,PG,False,1985-86,3.5,UTA,16.0,4.4,.644,14.9,0.1,0.2,.154
24,38.1,0.4,3.6,0.0,6.7,0.3,.172,.448,5,NBA,157,John Stockton,3.6,1.5,0.4,18.2,675,PG,False,1986-87,4.8,UTA,24.1,4.1,.720,12.3,0.2,0.7,.200
25,51.9,0.4,6.6,1.1,7.0,0.7,.104,.679,11,NBA,478,John Stockton,5.5,3.6,1.3,22.5,675,PG,False,1987-88,3.9,UTA,21.6,5.4,.618,20.3,1.0,2.0,.201
26,50.6,2.2,6.9,1.0,6.1,0.1,.068,.356,3,NBA,139,John Stockton,5.9,1.4,0.5,25.9,675,PG,False,1988-89,3.8,UTA,13.9,3.7,.601,22.5,0.3,0.7,.230
27,55.9,0.0,1.5,-0.9,7.5,0.1,.188,.290,5,NBA,194,John Stockton,2.4,2.2,0.3,18.0,675,PG,False,1989-90,1.6,UTA,15.3,4.7,.482,20.4,0.2,0.4,.106
28,51.5,0.4,7.9,1.5,9.3,0.6,.250,.407,9,NBA,373,John Stockton,6.4,3.3,1.0,21.8,675,PG,False,1990-91,2.7,UTA,20.1,6.5,.644,18.8,0.9,1.6,.208
29,54.2,0.6,2.9,-0.2,7.3,0.5,.319,.429,16,NBA,623,John Stockton,3.0,2.1,1.1,19.4,675,PG,False,1991-92,2.9,UTA,21.1,4.7,.548,20.1,0.8,1.6,.122
30,48.4,0.0,3.5,0.2,4.1,0.2,.255,.353,5,NBA,193,John Stockton,3.2,3.0,0.4,18.6,675,PG,False,1992-93,3.5,UTA,20.3,3.6,.560,18.1,0.3,0.6,.145
31,46.4,1.0,3.4,-0.1,7.4,0.5,.124,.326,16,NBA,597,John Stockton,3.5,2.7,1.3,19.9,675,PG,False,1993-94,2.5,UTA,15.3,5.0,.523,20.5,0.8,1.8,.144
32,45.4,0.5,2.8,0.6,8.4,-0.1,.270,.230,5,NBA,193,John Stockton,2.2,3.9,0.4,19.5,675,PG,False,1994-95,1.9,UTA,14.7,6.0,.546,23.1,0.2,0.4,.087
33,45.9,0.9,3.2,0.3,8.3,1.1,.242,.376,18,NBA,679,John Stockton,2.9,2.6,1.1,17.0,675,PG,False,1995-96,2.4,UTA,24.1,5.4,.544,17.1,0.9,2.2,.156
34,47.5,0.6,6.8,0.9,9.6,0.8,.230,.415,20,NBA,739,John Stockton,5.9,3.0,2.3,22.7,675,PG,False,1996-97,2.5,UTA,19.5,6.4,.627,20.6,1.6,3.1,.201
35,47.1,0.4,5.0,0.6,8.5,1.0,.159,.433,20,NBA,596,John Stockton,4.4,3.4,1.2,20.0,675,PG,False,1997-98,2.9,UTA,19.7,6.1,.569,20.0,1.0,2.2,.179
36,48.2,0.2,1.8,-0.7,8.1,0.4,.114,.438,11,NBA,352,John Stockton,2.5,3.8,0.4,18.1,675,PG,False,1998-99,2.8,UTA,19.8,6.0,.487,21.3,0.3,0.8,.116
37,51.4,0.5,-0.3,-1.6,7.6,0.2,.202,.337,10,NBA,350,John Stockton,1.3,2.5,0.8,18.4,675,PG,False,1999-00,2.0,UTA,20.3,5.1,.548,17.6,0.2,1.0,.132
38,51.4,1.4,6.4,2.5,11.2,0.1,.216,.568,5,NBA,186,John Stockton,3.9,6.8,0.6,21.9,675,PG,False,2000-01,3.0,UTA,13.1,8.9,.530,13.6,0.4,0.8,.202
39,50.7,0.6,6.6,1.8,10.9,0.2,.175,.325,4,NBA,141,John Stockton,4.8,2.3,0.4,22.2,675,PG,False,2001-02,4.2,UTA,14.9,6.4,.547,17.0,0.3,0.7,.228
40,29.9,0.5,0.9,2.1,9.2,0.0,.026,.513,5,NBA,149,John Stockton,-1.2,4.1,0.2,17.1,675,PG,False,2002-03,2.9,UTA,22.7,6.6,.586,18.5,0.1,0.2,.067
23,11.3,0.3,1.5,1.2,8.9,0.2,.010,.588,12,NBA,413,Bryant Stith,0.3,6.6,0.8,13.9,679,SG,False,1993-94,1.5,DEN,9.8,7.8,.530,15.9,0.4,1.0,.115
24,16.7,0.9,3.1,-0.2,9.1,0.0,.188,.594,3,NBA,85,Bryant Stith,3.2,4.0,0.4,22.4,679,SG,False,1994-95,0.6,DEN,0.0,6.4,.619,21.2,0.1,0.4,.202
26,3.5,0.9,1.4,2.1,18.9,0.3,.026,.500,4,NBA,149,Steve Stipanovich,-0.6,5.8,0.2,13.5,680,C,False,1986-87,1.1,IND,7.9,12.4,.593,15.8,0.1,0.4,.144
26,5.7,6.2,3.7,5.4,25.7,0.3,.000,.333,19,NBA,143,Greg Stiemsma,-1.8,7.7,0.3,14.3,681,C,False,2011-12,1.5,BOS,16.2,17.0,.678,8.4,0.2,0.6,.197
29,0.0,0.0,14.2,-15.7,0.0,0.0,.000,1.000,1,NBA,2,Greg Stiemsma,29.9,0.0,0.1,101.6,681,C,False,2014-15,0.0,TOR,0.0,0.0,.868,64.7,0.0,0.1,1.540
25,0.0,0.0,-12.6,-5.2,0.0,0.0,.000,.000,2,NBA,4,Michael Stewart,-7.4,29.6,0.0,0.0,683,C,False,2000-01,0.0,TOR,0.0,15.4,.000,11.7,0.0,0.0,-0.153
26,0.0,11.5,-4.7,0.7,44.6,0.0,.000,.000,1,NBA,8,Michael Stewart,-5.5,0.0,0.0,22.8,683,C,False,2001-02,0.0,TOR,33.3,22.8,1.000,17.6,0.0,0.0,.144
28,0.0,0.0,-5.8,2.5,0.0,0.0,,,1,NBA,2,Michael Stewart,-8.3,0.0,0.0,-19.0,683,C,False,2003-04,0.0,BOS,,0.0,,0.0,0.0,0.0,-0.056
28,28.4,5.7,14.1,4.3,7.3,0.0,.333,.333,4,NBA,16,Larry Stewart,9.9,0.0,0.1,36.4,685,SF,False,1996-97,6.6,SEA,22.5,3.6,.945,24.9,0.1,0.1,.346
19,0.0,0.0,-14.0,-1.9,15.3,0.0,.000,.000,1,NBA,8,DeShawn Stevenson,-12.1,0.0,0.0,1.1,687,SG,False,2000-01,0.0,UTA,33.3,7.4,.500,17.8,0.0,0.0,-0.178
21,19.9,0.0,1.6,0.6,16.8,0.0,.133,.400,4,NBA,37,DeShawn Stevenson,1.1,6.6,0.1,21.1,687,SG,False,2002-03,1.5,UTA,0.0,11.6,.510,21.3,0.0,0.1,.172
25,9.0,1.9,-7.8,1.9,8.1,0.0,.413,.152,4,NBA,122,DeShawn Stevenson,-9.7,1.7,-0.6,0.0,687,SG,False,2006-07,0.9,WAS,5.8,4.6,.244,20.2,-0.2,-0.6,-0.235
26,16.6,0.0,0.8,-0.7,6.6,0.1,.600,.300,6,NBA,196,DeShawn Stevenson,1.5,1.2,0.2,12.9,687,SG,False,2007-08,1.7,WAS,11.7,3.9,.545,18.8,0.1,0.3,.071
28,0.0,0.0,-20.6,-5.8,0.0,0.0,1.000,.000,2,NBA,6,DeShawn Stevenson,-14.9,0.0,-0.1,-27.2,687,SG,False,2009-10,0.0,DAL,0.0,0.0,.000,23.4,0.0,-0.1,-0.523
29,5.8,0.5,0.9,0.7,6.5,0.2,.819,.145,21,NBA,332,DeShawn Stevenson,0.2,0.4,0.1,7.2,687,SG,True,2010-11,1.8,DAL,10.2,3.5,.532,14.4,0.2,0.4,.052
31,3.6,0.0,-0.5,-0.1,17.4,0.0,1.000,.000,4,NBA,45,DeShawn Stevenson,-0.4,7.1,0.1,9.2,687,SG,False,2012-13,0.0,ATL,28.6,12.2,.900,7.4,0.0,0.1,.107
25,11.8,0.0,-8.0,-1.6,11.0,0.0,.143,.857,4,NBA,20,Brook Steppe,-6.4,5.1,0.0,4.7,690,SG,False,1984-85,0.0,DET,17.2,7.9,.415,22.7,0.0,0.0,-0.087
22,14.3,,,,,0.0,,.610,7,NBA,116,Jack Stephens,,,-0.1,9.9,693,SG,False,1955-56,,STL,,,.375,,,-0.1,-0.057
27,8.5,0.0,-4.5,-0.9,5.9,0.3,,.457,18,NBA,261,Larry Steele,-3.5,5.0,-0.1,8.0,698,SG,True,1976-77,1.5,POR,,5.5,.452,,-0.2,0.2,.034
28,10.6,0.6,0.7,1.5,10.0,0.2,,.350,6,NBA,191,Larry Steele,-0.8,4.8,0.1,11.8,698,SG,False,1977-78,1.8,POR,14.8,7.5,.498,18.3,0.1,0.3,.075
29,16.0,0.0,10.5,2.8,7.7,0.2,,.321,3,NBA,73,Larry Steele,7.7,8.5,0.3,26.8,698,SG,False,1978-79,6.5,POR,8.6,8.1,.626,19.8,0.2,0.5,.300
27,10.6,,,,,0.1,,.826,7,NBA,70,Larry Staverman,,,0.3,20.2,699,PF,False,1963-64,,CIN,,,.590,,,0.3,.231
25,35.6,0.0,-10.0,1.0,8.9,0.0,.000,.400,3,NBA,28,John Starks,-11.0,4.5,-0.1,0.4,701,SG,False,1990-91,0.0,NYK,50.5,6.7,.510,19.4,-0.1,-0.1,-0.195
26,23.5,0.0,4.6,1.7,9.6,0.6,.374,.423,12,NBA,295,John Starks,3.0,2.9,0.1,13.8,701,SG,False,1991-92,3.3,NYK,13.1,6.2,.497,26.5,0.5,0.7,.120
27,27.0,0.4,0.2,-0.5,10.0,0.5,.375,.300,15,NBA,575,John Starks,0.8,0.8,0.4,12.6,701,SG,False,1992-93,1.4,NYK,19.5,5.4,.545,22.0,0.3,0.8,.071
28,25.0,0.2,2.2,-0.9,7.2,1.1,.457,.436,25,NBA,840,John Starks,3.1,1.2,1.3,14.6,701,SG,False,1993-94,2.3,NYK,14.2,4.1,.528,22.2,0.9,2.4,.138
29,27.9,0.2,2.3,-2.0,7.8,0.6,.566,.326,11,NBA,380,John Starks,4.3,0.7,0.5,15.0,701,SG,False,1994-95,1.9,NYK,15.0,4.4,.583,22.5,0.4,1.1,.140
30,19.7,0.3,6.1,2.7,9.3,0.4,.517,.448,8,NBA,314,John Starks,3.4,1.3,0.4,15.1,701,SG,False,1995-96,2.3,NYK,19.4,5.7,.614,20.3,0.6,0.8,.128
31,18.3,0.0,3.2,0.4,11.2,0.4,.414,.313,9,NBA,253,John Starks,2.8,3.5,0.2,16.2,701,SG,False,1996-97,2.2,NYK,15.1,7.5,.559,25.4,0.3,0.6,.116
32,15.4,0.3,7.8,1.8,14.7,0.4,.472,.192,10,NBA,314,John Starks,6.0,1.6,0.9,20.5,701,SG,False,1997-98,2.8,NYK,7.5,8.0,.605,22.5,0.8,1.4,.208
35,4.8,2.5,-5.1,1.3,10.2,0.0,.333,.167,3,NBA,36,John Starks,-6.3,0.0,-0.1,4.5,701,SG,False,2000-01,1.5,UTA,13.4,5.0,.427,19.6,0.0,0.0,-0.057
28,,,,,,0.5,,.625,8,NBA,,Ed Stanczak,,,0.1,,703,,False,1949-50,,AND,,,.417,,,0.7,
28,10.1,,,,,0.5,,.120,19,NBA,275,Dave Stallworth,,,0.2,16.0,704,SF,True,1969-70,,NYK,,,.489,,,0.7,.124
29,7.1,,,,,0.3,,.574,12,NBA,185,Dave Stallworth,,,-0.4,8.4,704,SF,False,1970-71,,NYK,,10.5,.376,,,-0.1,-0.032
30,7.6,,,,,0.0,,.464,6,NBA,105,Dave Stallworth,,,0.1,9.0,704,SF,False,1971-72,,BAL,,7.8,.489,,,0.0,.019
31,9.2,,,,,0.0,,.000,3,NBA,14,Dave Stallworth,,,0.0,9.4,704,SF,False,1972-73,,BAL,,12.0,1.000,,,0.0,.093
23,15.6,0.0,-20.3,-4.3,0.0,0.0,,.000,4,NBA,7,Kevin Stacom,-16.0,0.0,0.0,-4.0,707,SG,False,1974-75,0.0,BOS,,0.0,.000,,0.0,0.0,-0.212
24,11.1,0.0,-5.7,-0.2,4.4,0.2,,.244,17,NBA,195,Kevin Stacom,-5.5,4.9,-0.3,4.9,707,SG,True,1975-76,1.2,BOS,,4.6,.341,,-0.2,0.0,-0.001
25,21.7,0.0,-5.9,-2.1,7.9,0.0,,.167,5,NBA,25,Kevin Stacom,-3.8,0.0,0.0,9.1,707,SG,False,1976-77,0.0,BOS,,4.0,.543,,0.0,0.0,.048
24,9.2,0.7,-4.5,-1.0,5.7,0.0,.174,.304,5,NBA,124,Jerry Stackhouse,-3.5,3.1,-0.1,10.1,708,SG,False,1998-99,1.0,DET,16.1,4.3,.479,25.9,-0.1,0.0,-0.014
25,21.7,0.0,-1.6,-1.3,12.0,0.1,.119,.525,3,NBA,120,Jerry Stackhouse,-0.3,1.0,-0.1,15.3,708,SG,False,1999-00,0.9,DET,16.2,6.3,.509,35.3,0.0,0.0,.003
27,25.6,1.3,-0.5,-1.5,11.6,0.5,.321,.382,10,NBA,361,Jerry Stackhouse,1.0,2.8,-0.1,13.6,708,SF,False,2001-02,0.9,DET,12.3,7.1,.457,29.8,0.1,0.4,.055
30,12.0,0.6,-0.6,0.1,9.6,-0.1,.227,.375,13,NBA,403,Jerry Stackhouse,-0.7,5.4,0.7,16.3,708,SG,False,2004-05,1.0,DAL,9.3,7.4,.510,24.7,0.1,0.6,.071
31,13.5,0.7,0.3,0.2,7.4,0.6,.236,.268,22,NBA,711,Jerry Stackhouse,0.1,3.3,0.3,12.6,708,SG,False,2005-06,0.9,DAL,10.7,5.3,.489,22.6,0.4,0.9,.064
32,15.4,0.6,-3.0,-1.3,11.5,-0.1,.470,.500,6,NBA,169,Jerry Stackhouse,-1.7,3.2,0.1,14.2,708,SF,False,2006-07,1.2,DAL,18.3,7.3,.534,25.4,0.0,0.1,.024
33,10.9,0.0,-6.9,1.1,13.8,-0.1,.316,.132,5,NBA,102,Jerry Stackhouse,-8.1,4.1,-0.2,4.1,708,SG,False,2007-08,0.5,DAL,14.8,8.7,.386,21.4,-0.1,-0.3,-0.132
35,9.2,0.5,-1.1,1.1,8.8,0.1,.349,.465,7,NBA,144,Jerry Stackhouse,-2.2,0.8,0.1,11.8,708,SG,False,2009-10,1.9,MIL,8.8,4.9,.492,18.8,0.0,0.2,.063
38,0.0,0.0,-18.0,-6.1,13.1,0.0,.700,.400,4,NBA,28,Jerry Stackhouse,-11.9,4.2,-0.2,-8.1,708,SF,False,2012-13,0.0,BRK,14.5,8.5,.213,23.1,-0.1,-0.2,-0.294
22,54.2,0.0,7.6,-3.4,11.8,0.0,.000,.250,2,NBA,9,Larry Spriggs,10.9,0.0,0.1,27.2,712,SF,False,1981-82,0.0,HOU,0.0,5.6,.676,21.8,0.0,0.1,.334
24,8.1,1.2,-7.6,-3.0,11.7,0.0,.000,.579,9,NBA,45,Larry Spriggs,-4.6,10.7,0.0,8.9,712,SF,False,1983-84,0.0,LAL,22.7,11.2,.524,28.4,-0.1,0.0,.003
25,16.5,1.1,-0.8,0.4,15.3,0.3,.026,.377,16,NBA,230,Larry Spriggs,-1.2,8.3,0.0,11.0,712,PF,True,1984-85,0.8,LAL,22.5,12.1,.546,19.5,0.1,0.3,.053
26,25.5,0.0,30.2,3.4,52.3,0.0,.000,1.667,3,NBA,13,Larry Spriggs,26.8,9.8,0.2,70.9,712,SF,False,1985-86,3.7,LAL,0.0,32.3,.962,33.2,0.1,0.3,1.028
23,22.5,1.4,-3.2,-0.6,7.6,-0.2,.383,.200,3,NBA,122,Latrell Sprewell,-2.6,1.0,0.2,15.3,713,SG,False,1993-94,0.8,GSW,12.1,4.4,.521,25.2,0.0,0.0,.004
28,12.4,0.7,1.8,0.4,12.0,0.9,.072,.384,20,NBA,743,Latrell Sprewell,1.4,3.9,0.7,18.7,713,SF,False,1998-99,1.4,NYK,12.5,7.9,.503,30.7,0.7,1.6,.102
29,17.0,0.6,1.1,0.5,9.7,0.7,.113,.331,16,NBA,700,Latrell Sprewell,0.6,2.1,0.2,15.3,713,SF,False,1999-00,1.5,NYK,10.8,6.0,.491,25.0,0.5,1.0,.067
30,15.1,0.3,-4.8,-0.9,6.7,0.1,.163,.291,5,NBA,212,Latrell Sprewell,-3.9,2.0,-0.3,10.0,713,SF,False,2000-01,1.3,NYK,17.1,4.5,.474,27.5,-0.2,-0.2,-0.035
33,17.5,1.2,2.7,1.0,9.7,0.4,.311,.249,18,NBA,771,Latrell Sprewell,1.6,1.7,1.3,17.7,713,SF,False,2003-04,2.0,MIN,12.1,5.9,.521,23.9,0.9,1.6,.102
22,0.0,,,,,0.1,,.071,3,NBA,28,Art Spoelstra,,,0.1,13.4,715,C,False,1954-55,,ROC,,,.519,,,0.1,.230
26,4.1,1.4,2.1,1.4,16.7,0.1,.000,.188,3,NBA,50,Tiago Splitter,0.7,15.9,0.1,21.1,716,C,False,2010-11,3.2,SAS,10.4,16.3,.577,18.1,0.1,0.2,.156
27,9.7,1.7,0.8,1.4,18.7,0.2,.000,.915,13,NBA,168,Tiago Splitter,-0.6,5.8,0.3,16.6,716,C,False,2011-12,1.5,SAS,12.0,12.5,.576,20.7,0.1,0.5,.131
28,9.1,2.8,2.8,3.0,10.6,0.6,.012,.393,19,NBA,388,Tiago Splitter,-0.2,6.4,0.4,13.5,716,PF,False,2012-13,2.1,SAS,19.6,8.6,.589,14.9,0.5,1.0,.122
29,12.6,1.7,7.5,3.9,21.0,0.9,.010,.710,23,NBA,516,Tiago Splitter,3.6,10.5,1.7,19.1,716,C,True,2013-14,1.6,SAS,12.1,15.9,.659,13.4,1.2,2.6,.239
30,10.3,0.6,-1.6,3.4,16.1,0.1,.000,.792,7,NBA,123,Tiago Splitter,-4.9,10.9,-0.1,7.0,716,C,False,2014-15,1.7,SAS,17.8,13.4,.371,14.4,0.0,0.0,-0.004
22,41.7,,,,,0.0,,.000,1,NBA,3,Craig Spitzer,,,-0.1,-2.7,717,C,False,1967-68,,CHI,,,.000,,,-0.1,-1.124
26,2.3,3.1,-1.0,1.3,17.6,0.5,.000,.476,16,NBA,492,Felton Spencer,-2.3,14.1,0.3,10.8,719,C,False,1993-94,0.3,UTA,15.9,15.8,.500,14.4,0.1,0.8,.079
28,1.1,7.2,0.1,4.2,13.1,0.5,.019,.170,18,NBA,276,Felton Spencer,-4.1,11.8,-0.3,6.2,719,C,False,1995-96,1.0,UTA,25.0,12.4,.448,13.3,0.1,0.2,.033
33,0.0,0.0,-3.3,2.0,0.0,0.0,,,2,NBA,4,Felton Spencer,-5.3,0.0,0.0,-9.7,719,C,False,2000-01,0.0,NYK,,0.0,,0.0,0.0,0.0,.005
23,0.0,0.0,-19.6,-6.5,0.0,0.0,.000,.000,2,NBA,4,Elmore Spencer,-13.1,25.4,0.0,-11.9,720,C,False,1992-93,0.0,LAC,0.0,13.9,.000,21.4,0.0,0.0,-0.364
26,0.0,0.0,-42.1,-8.9,0.0,0.0,,,1,NBA,1,Elmore Spencer,-33.2,0.0,0.0,-41.0,720,C,False,1995-96,0.0,POR,0.0,0.0,.000,40.7,0.0,0.0,-1.304
27,,,,,,0.0,,.444,3,BAA,,Art Spector,,,0.0,,722,,False,1947-48,,BOS,,,.279,,,-0.1,
24,,,,,,0.1,,.269,2,BAA,,Odie Spears,,,-0.1,,723,SF,False,1948-49,,CHS,,,.309,,,0.0,
25,,,,,,0.0,,.455,2,NBA,,Odie Spears,,,0.1,,723,SF,False,1949-50,,CHS,,,.436,,,0.1,
27,15.3,,,,,0.2,,.485,6,NBA,123,Odie Spears,,,-0.2,7.0,723,SF,False,1951-52,,ROC,,,.362,,,-0.1,-0.020
28,0.0,,,,,0.1,,.263,3,NBA,62,Odie Spears,,,0.1,11.3,723,SF,False,1952-53,,ROC,,,.472,,,0.2,.127
29,13.3,,,,,0.0,,.500,6,NBA,121,Odie Spears,,,-0.1,7.4,723,SF,False,1953-54,,ROC,,,.410,,,0.0,-0.008
30,20.1,,,,,0.2,,.356,3,NBA,90,Odie Spears,,,-0.3,7.2,723,SF,False,1954-55,,ROC,,,.336,,,-0.1,-0.068
31,14.0,,,,,0.2,,.371,10,NBA,177,Odie Spears,,,-0.3,6.1,723,SF,False,1955-56,,FTW,,,.367,,,0.0,-0.004
23,28.9,0.0,-2.3,2.7,12.7,0.0,.083,.333,2,NBA,69,Rory Sparrow,-5.0,3.4,-0.1,8.1,724,PG,False,1981-82,1.6,ATL,33.7,7.6,.509,14.1,0.0,-0.1,-0.035
24,30.7,0.0,0.6,0.7,5.7,0.1,.070,.296,6,NBA,202,Rory Sparrow,-0.1,1.7,0.2,13.4,724,PG,False,1982-83,1.7,NYK,13.9,3.8,.486,19.7,0.1,0.3,.070
25,31.1,0.1,-1.8,-0.1,4.6,0.1,.050,.248,12,NBA,389,Rory Sparrow,-1.7,2.9,0.2,12.0,724,PG,False,1983-84,1.5,NYK,18.3,3.8,.499,17.5,0.0,0.3,.041
29,24.1,0.0,-7.2,-1.9,3.2,0.1,.125,.188,7,NBA,106,Rory Sparrow,-5.2,0.0,-0.1,6.5,724,PG,False,1987-88,2.0,CHI,10.4,1.6,.375,16.0,-0.1,0.0,.005
33,40.5,0.0,-0.6,-0.2,0.0,0.0,.000,1.000,3,NBA,16,Rory Sparrow,-0.4,7.2,0.0,13.3,724,PG,False,1991-92,3.3,LAL,0.0,3.8,.434,16.5,0.0,0.0,.116
23,4.2,,,,,0.2,.000,.462,12,ABA,251,Daniel Sparks,,,0.1,9.0,726,PF,False,1968-69,,MMF,15.2,10.1,.492,13.6,,0.3,.056
24,100.0,0.0,48.8,11.6,37.8,0.0,.000,1.000,1,NBA,3,Vassilis Spanoulis,37.1,0.0,0.1,69.4,727,SG,False,2006-07,0.0,HOU,0.0,19.3,.694,46.6,0.0,0.1,.956
22,15.1,0.0,-8.0,-2.6,13.2,0.0,.000,1.000,5,NBA,8,Jim Spanarkel,-5.3,0.0,0.0,6.4,728,SG,False,1979-80,0.0,PHI,0.0,6.8,.347,15.2,0.0,0.0,.043
25,3.9,0.8,-2.5,-0.8,8.4,0.0,.000,.375,7,NBA,85,Darius Songaila,-1.7,7.8,0.2,10.8,734,PF,False,2003-04,0.0,SAC,21.2,8.1,.697,12.4,0.0,0.2,.098
26,5.8,1.1,-2.5,1.7,14.2,0.0,.000,.263,5,NBA,75,Darius Songaila,-4.2,9.0,0.1,9.3,734,PF,False,2004-05,1.4,SAC,8.6,11.4,.472,13.7,0.0,0.0,.027
28,9.0,0.0,-0.9,1.4,11.0,0.0,.049,.073,4,NBA,90,Darius Songaila,-2.3,5.7,0.0,14.1,734,PF,False,2006-07,1.8,WAS,8.6,8.1,.508,24.4,0.0,0.0,.021
29,9.2,0.0,-3.5,-0.3,13.7,0.0,.000,.789,5,NBA,77,Darius Songaila,-3.2,6.0,0.1,9.5,734,C,False,2007-08,0.7,WAS,19.0,9.9,.566,19.6,0.0,0.1,.063
25,11.9,,,,,0.1,.192,.466,3,ABA,131,Willie Somerset,,,0.3,21.8,735,PG,False,1967-68,,HSM,15.4,9.6,.517,31.4,,0.4,.134
23,13.1,,,,,0.1,.000,.190,10,ABA,58,Willie Sojourner,,,0.1,12.7,737,C,False,1971-72,,VIR,32.6,18.2,.571,21.7,,0.2,.197
24,17.0,,,,,0.0,.000,.286,3,ABA,20,Willie Sojourner,,,0.1,23.6,737,C,False,1972-73,,VIR,20.2,16.9,.635,20.3,,0.1,.127
25,6.2,4.3,-1.5,0.6,11.2,0.3,.000,.220,14,ABA,154,Willie Sojourner,-2.1,10.4,-0.1,8.2,737,C,True,1973-74,0.6,NYA,21.1,10.8,.434,14.9,0.0,0.2,.058
26,4.4,7.7,-0.3,1.5,8.1,0.1,.000,.227,5,ABA,65,Willie Sojourner,-1.8,12.1,0.0,14.0,737,C,False,1974-75,0.0,NYA,17.1,10.2,.558,18.4,0.0,0.1,.080
23,20.9,0.6,0.8,0.0,8.4,0.4,,.322,19,NBA,563,Ricky Sobers,0.8,3.7,0.5,14.7,740,SG,False,1975-76,1.5,PHO,,6.0,.528,,0.4,0.9,.080
28,21.5,0.0,-4.7,-1.6,6.0,0.0,.074,.111,6,NBA,162,Ricky Sobers,-3.0,2.0,0.0,10.7,740,PG,False,1980-81,1.2,CHI,15.0,3.9,.465,25.9,-0.1,0.0,-0.002
31,17.2,0.8,-1.4,0.0,2.6,0.1,.175,.175,4,NBA,150,Ricky Sobers,-1.4,1.8,0.0,10.7,740,SG,False,1983-84,1.8,WSB,12.8,2.2,.497,22.5,0.0,0.1,.034
29,,,,,,0.0,,.800,3,NBA,,Chips Sobek,,,0.4,,741,,False,1949-50,,SHE,,,.592,,,0.4,
23,0.0,0.0,-17.6,-4.7,12.6,0.0,.667,.000,3,NBA,9,Kirk Snyder,-12.8,0.0,-0.1,-3.8,742,SF,False,2006-07,0.0,HOU,25.0,6.4,.333,21.6,0.0,0.0,-0.250
22,0.0,,,,,0.0,,,1,NBA,2,Dick Snyder,,,0.0,0.0,743,SG,False,1966-67,,STL,,,,,,0.0,.011
23,9.5,,,,,0.0,,.227,4,NBA,62,Dick Snyder,,,0.1,9.5,743,SG,False,1967-68,,STL,,,.496,,,0.1,.060
31,14.3,1.0,0.3,0.1,5.8,0.5,,.144,13,NBA,364,Dick Snyder,0.2,2.8,0.3,13.3,743,SG,False,1975-76,1.5,CLE,,4.3,.479,,0.2,0.7,.098
32,10.7,2.2,-6.9,-0.7,6.1,0.1,,.185,3,NBA,53,Dick Snyder,-6.2,3.2,-0.2,4.8,743,SG,False,1976-77,0.9,CLE,,4.5,.308,,-0.1,-0.1,-0.078
