age,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,lg_id,mp,name,obpm,orb_pct,ows,per,pid,pos,ring,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
25,21.1,,,,,-0.2,.053,.368,3,ABA,129,Roger Brown,,,0.1,16.3,3669,SF,False,1967-68,,INA,15.3,10.4,.491,22.3,,-0.1,-0.030
26,12.8,,,,,0.9,.015,.471,17,ABA,668,Roger Brown,,,2.4,23.6,3669,SF,False,1968-69,,INA,11.0,9.3,.578,24.1,,3.4,.242
27,18.6,,,,,1.5,.160,.412,15,ABA,693,Roger Brown,,,2.0,22.1,3669,SF,True,1969-70,,INA,11.3,9.4,.570,23.0,,3.5,.240
28,17.1,,,,,0.7,.170,.356,11,ABA,477,Roger Brown,,,0.9,19.1,3669,SF,False,1970-71,,INA,8.9,,.535,,,1.5,.154
29,14.4,,,,,1.0,.103,.274,20,ABA,845,Roger Brown,,,1.6,18.1,3669,SF,True,1971-72,,INA,8.7,6.8,.555,19.3,,2.6,.146
30,10.6,,,,,0.8,.181,.306,17,ABA,584,Roger Brown,,,1.3,14.5,3669,SF,True,1972-73,,INA,11.7,6.0,.589,14.2,,2.1,.171
31,16.7,1.6,2.7,0.5,11.9,0.2,.179,.325,13,ABA,452,Roger Brown,2.1,5.1,1.2,17.1,3669,SF,False,1973-74,1.0,INA,6.0,8.4,.530,17.5,0.5,1.4,.149
32,15.2,2.3,-0.4,0.6,9.5,0.2,.154,.365,14,ABA,182,Roger Brown,-1.0,4.4,0.3,13.0,3669,SF,False,1974-75,1.0,INA,9.0,7.0,.514,14.7,0.0,0.5,.120
24,0.0,0.0,-8.3,-0.8,20.1,0.0,.000,.667,2,NBA,15,Rickey Brown,-7.5,0.0,0.0,2.6,3670,C,False,1982-83,0.0,ATL,0.0,10.3,.387,11.4,0.0,0.0,.041
25,4.1,0.8,-4.2,0.2,22.5,0.1,.000,.571,5,NBA,83,Rickey Brown,-4.4,6.7,0.1,9.1,3670,C,False,1983-84,0.0,ATL,16.0,13.9,.571,16.3,0.0,0.1,.067
24,0.0,0.0,-2.3,3.8,0.0,0.0,,,3,NBA,6,Raymond Brown,-6.1,0.0,0.0,-5.7,3671,PF,False,1989-90,0.0,UTA,,0.0,,0.0,0.0,0.0,-0.004
27,10.6,0.8,1.7,0.2,8.0,0.2,.214,.429,16,NBA,112,Randy Brown,1.5,3.1,0.2,14.2,3672,PG,True,1995-96,2.5,CHI,17.4,5.4,.661,16.3,0.1,0.4,.180
28,9.7,1.9,-2.6,3.4,8.7,0.2,.000,.167,17,NBA,98,Randy Brown,-6.0,3.4,-0.2,4.4,3672,PG,True,1996-97,4.6,CHI,11.0,6.0,.326,17.2,0.0,0.0,.007
29,18.7,0.0,-7.1,0.2,11.0,0.1,.000,.500,14,NBA,71,Randy Brown,-7.3,5.0,-0.2,2.5,3672,PG,True,1997-98,1.6,CHI,32.3,7.9,.307,14.5,-0.1,-0.1,-0.076
