age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,ring,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
19,0,12,2,0,0,1,2,0,3,NBA,23,Markelle Fultz,32%,69%,,,,2600,6.6,9.1,SG,False,2017-18,PHI,0,0,1
25,1,2,2,1,,0,3,0,4,NBA,36,Channing Frye,,,,44%,57%,2601,-19.5,-23.3,PF,False,2008-09,POR,0,0,0
26,1,41,7,3,,0,29,0,16,NBA,435,Channing Frye,,,,2%,98%,2601,7.0,8.9,C,False,2009-10,PHO,2,4,2
32,0,13,3,2,0,1,14,1,17,NBA,237,Channing Frye,,,,4%,96%,2601,10.5,17.9,C,True,2015-16,CLE,0,4,1
33,0,31,3,2,1,0,4,0,12,NBA,154,Channing Frye,,,,,100%,2601,-15.6,-4.3,C,False,2016-17,CLE,1,1,0
24,0,0,0,0,0,0,0,0,2,NBA,3,Tim Frazier,100%,,,,,2602,33.5,23.3,PG,False,2014-15,POR,0,1,0
27,0,6,0,0,0,0,1,0,2,NBA,6,Tim Frazier,100%,,,,,2602,-30.5,-32.7,PG,False,2017-18,WAS,0,0,0
20,0,9,3,2,0,0,1,0,4,NBA,53,Evan Fournier,3%,93%,4%,,,2604,-2.9,-7.2,SG,False,2012-13,DEN,1,3,2
23,0,7,3,0,0,0,2,0,6,NBA,73,Bryn Forbes,18%,82%,,,,2605,6.7,6.7,SG,False,2016-17,SAS,0,2,0
24,0,4,2,1,0,0,1,1,4,NBA,54,Bryn Forbes,11%,58%,31%,,,2605,-10.4,-17.0,SG,False,2017-18,SAS,0,0,0
19,0,2,0,0,0,0,2,0,3,NBA,6,Terrance Ferguson,,51%,49%,,,2608,73.3,66.4,SG,False,2017-18,OKC,0,0,0
25,1,46,3,4,,0,4,0,4,NBA,130,Raymond Felton,92%,8%,,,,2609,-30.2,-20.2,PG,False,2009-10,CHA,6,0,0
26,1,50,8,1,2,2,3,0,5,NBA,152,Raymond Felton,48%,52%,,,,2609,-12.4,-10.1,SG,False,2010-11,DEN,8,0,2
28,4,138,11,11,2,0,12,0,12,NBA,454,Raymond Felton,100%,,,,,2609,-2.2,2.8,PG,False,2012-13,NYK,15,5,0
30,1,10,2,0,0,0,0,0,3,NBA,36,Raymond Felton,48%,52%,,,,2609,-18.5,-21.3,PG,False,2014-15,DAL,0,0,0
31,1,51,3,7,1,1,6,0,5,NBA,172,Raymond Felton,72%,28%,,,,2609,14.6,-15.7,PG,False,2015-16,DAL,0,11,1
32,0,23,1,1,0,0,7,1,7,NBA,127,Raymond Felton,59%,41%,,,,2609,0.1,-1.8,PG,False,2016-17,LAC,2,1,0
33,0,20,1,2,0,0,3,0,6,NBA,79,Raymond Felton,100%,,,,,2609,3.4,-2.7,PG,False,2017-18,OKC,3,1,0
24,0,5,0,0,1,2,7,0,6,NBA,82,Cristiano Felicio,,,,,100%,2611,-0.2,-7.8,C,False,2016-17,CHI,1,2,4
20,0,4,12,4,1,0,6,0,4,NBA,116,Derrick Favors,,,,93%,7%,2613,39.0,-2.8,PF,False,2011-12,UTA,2,1,2
25,3,24,9,5,2,2,9,0,11,NBA,225,Derrick Favors,,,,,100%,2613,-0.8,-5.0,PF,False,2016-17,UTA,2,0,2
26,3,30,17,3,1,1,10,0,11,NBA,286,Derrick Favors,,,,57%,43%,2613,20.7,7.9,C,False,2017-18,UTA,5,4,1
22,2,8,6,8,0,4,8,0,7,NBA,192,Kenneth Faried,,,11%,87%,3%,2614,-5.6,-2.1,PF,False,2011-12,DEN,3,6,5
23,3,2,7,1,1,3,6,0,5,NBA,145,Kenneth Faried,,,,54%,46%,2614,12.0,1.3,PF,False,2012-13,DEN,1,1,3
30,1,0,1,0,,0,3,0,3,NBA,17,Lawrence Funderburke,,,,100%,,2616,-52.8,-50.3,PF,False,2000-01,SAC,0,1,0
31,0,0,1,1,,0,1,0,5,NBA,20,Lawrence Funderburke,,,17%,83%,,2616,-29.0,-25.2,PF,False,2001-02,SAC,0,0,0
32,0,0,1,1,,0,1,0,6,NBA,15,Lawrence Funderburke,,,68%,32%,,2616,-27.1,-24.1,PF,False,2002-03,SAC,0,0,1
34,0,2,0,1,,0,1,0,5,NBA,28,Lawrence Funderburke,,,,76%,24%,2616,23.3,19.3,PF,False,2004-05,CHI,0,0,0
26,0,3,0,0,0,1,3,0,9,NBA,24,Joel Freeland,,,,41%,59%,2633,-8.0,-14.3,C,False,2013-14,POR,2,1,1
27,0,0,0,0,0,0,0,0,2,NBA,7,Joel Freeland,,,,52%,48%,2633,7.5,-2.1,C,False,2014-15,POR,0,0,0
22,0,0,0,0,0,0,0,0,2,NBA,4,Jamaal Franklin,,100%,,,,2641,80.0,73.8,SG,False,2013-14,MEM,0,0,0
26,2,82,15,3,,1,9,0,5,NBA,222,Steve Francis,92%,8%,,,,2644,3.3,-6.4,PG,False,2003-04,HOU,11,4,6
31,0,0,0,0,,0,0,0,3,NBA,6,Adonal Foyle,,,,48%,52%,2646,32.1,33.3,C,False,2006-07,GSW,0,0,0
32,0,0,0,0,,0,1,0,3,NBA,11,Adonal Foyle,,,,,100%,2646,-103.4,-99.0,C,False,2007-08,ORL,2,0,0
33,0,0,0,0,,1,0,0,2,NBA,4,Adonal Foyle,,,,,100%,2646,-45.0,-42.2,C,False,2008-09,ORL,0,0,1
28,0,36,5,3,1,1,11,0,11,NBA,291,Randy Foye,,82%,18%,,,2647,-22.6,-15.2,SG,False,2011-12,LAC,5,4,3
32,0,30,1,1,0,2,8,1,16,NBA,190,Randy Foye,59%,41%,,,,2647,-7.5,-0.7,SG,False,2015-16,OKC,2,7,2
31,1,123,10,5,,3,28,0,16,NBA,573,Rick Fox,,,98%,2%,,2648,-2.8,13.1,SF,True,2000-01,LAL,26,6,4
32,2,142,13,12,,3,28,0,19,NBA,652,Rick Fox,,1%,98%,1%,,2648,16.5,8.4,SF,True,2001-02,LAL,29,11,5
33,0,18,1,1,,0,5,0,4,NBA,79,Rick Fox,,,100%,,,2648,-16.9,-14.5,SF,False,2002-03,LAL,4,0,0
34,0,37,1,1,,1,7,0,16,NBA,145,Rick Fox,,1%,95%,4%,,2648,-11.1,-8.2,SF,False,2003-04,LAL,5,3,1
24,0,4,0,2,,1,3,0,4,NBA,52,Jeff Foster,,,,5%,95%,2658,24.1,9.6,C,False,2000-01,IND,3,0,1
25,1,14,5,1,,3,3,0,5,NBA,78,Jeff Foster,,,,44%,56%,2658,-15.9,-10.3,C,False,2001-02,IND,3,3,3
26,0,4,1,0,,0,3,0,6,NBA,38,Jeff Foster,,,,12%,88%,2658,-26.9,-30.0,C,False,2002-03,IND,0,0,0
27,2,26,6,3,,2,19,0,16,NBA,307,Jeff Foster,,,,,100%,2658,-9.1,0.0,C,False,2003-04,IND,7,2,4
28,4,10,8,3,,1,13,0,13,NBA,245,Jeff Foster,,,,12%,88%,2658,8.5,2.1,C,False,2004-05,IND,2,2,4
29,0,6,1,1,,0,2,0,4,NBA,80,Jeff Foster,,,,3%,97%,2658,-11.5,-13.2,C,False,2005-06,IND,0,0,0
34,2,10,5,1,1,1,9,0,5,NBA,93,Jeff Foster,,,,,100%,2658,25.5,7.7,C,False,2010-11,IND,4,0,1
32,0,0,0,0,,0,1,0,1,NBA,3,Greg Foster,,,,,100%,2659,-139.2,-125.0,C,True,2000-01,LAL,0,0,0
28,3,0,8,8,,11,8,0,11,NBA,105,Danny Fortson,,7%,26%,45%,23%,2661,-5.3,-5.4,C,False,2004-05,SEA,0,2,11
22,2,71,6,1,,1,9,0,5,NBA,162,T.J. Ford,100%,,,,,2666,29.2,-1.6,PG,False,2005-06,MIL,13,1,2
23,3,53,9,2,,2,2,0,6,NBA,136,T.J. Ford,100%,,,,,2666,-10.8,-11.5,PG,False,2006-07,TOR,5,6,3
24,2,75,7,3,,1,4,0,5,NBA,124,T.J. Ford,100%,,,,,2666,-10.9,-10.6,PG,False,2007-08,TOR,7,2,1
27,0,4,0,0,0,0,0,0,2,NBA,14,T.J. Ford,100%,,,,,2666,33.8,23.7,PG,False,2010-11,IND,2,0,0
25,0,0,0,0,0,0,0,0,1,NBA,2,Gary Forbes,,,100%,,,2676,39.1,33.3,SF,False,2010-11,DEN,0,0,0
26,3,101,13,10,,0,13,0,16,NBA,576,Derek Fisher,100%,,,,,2696,-0.9,13.6,PG,True,2000-01,LAL,4,8,0
27,2,116,11,4,,0,14,0,19,NBA,649,Derek Fisher,99%,1%,,,,2696,5.0,5.3,PG,True,2001-02,LAL,12,8,0
28,3,48,9,2,,5,15,0,12,NBA,424,Derek Fisher,99%,1%,,,,2696,-10.2,-2.9,PG,False,2002-03,LAL,9,3,6
29,6,104,12,6,,2,12,0,22,NBA,507,Derek Fisher,58%,42%,,,,2696,2.3,2.4,SG,False,2003-04,LAL,10,5,4
32,4,90,17,8,,3,15,0,16,NBA,445,Derek Fisher,22%,79%,,,,2696,-2.5,0.1,SG,False,2006-07,UTA,11,3,5
33,5,112,24,4,,1,24,0,21,NBA,663,Derek Fisher,97%,3%,,,,2696,21.4,9.5,PG,False,2007-08,LAL,11,6,3
34,0,107,9,5,,4,21,0,22,NBA,635,Derek Fisher,100%,,,,,2696,1.4,8.4,PG,True,2008-09,LAL,17,3,4
35,3,143,20,6,,4,31,0,23,NBA,754,Derek Fisher,99%,2%,,,,2696,2.6,4.8,PG,True,2009-10,LAL,20,12,4
36,1,77,5,2,0,0,10,0,10,NBA,325,Derek Fisher,98%,2%,,,,2696,0.2,-1.1,PG,False,2010-11,LAL,4,3,1
37,1,55,2,2,4,0,10,0,20,NBA,446,Derek Fisher,100%,,,,,2696,4.6,6.3,PG,False,2011-12,OKC,4,1,1
38,0,17,2,2,2,2,12,4,11,NBA,261,Derek Fisher,44%,56%,,,,2696,24.8,13.3,SG,False,2012-13,OKC,5,1,2
39,1,35,5,1,0,1,10,0,19,NBA,299,Derek Fisher,27%,73%,,,,2696,-8.0,-6.7,SG,False,2013-14,OKC,3,2,1
27,5,99,12,9,,6,10,0,10,NBA,434,Michael Finley,,68%,30%,2%,,2699,-26.9,-6.8,SF,False,2000-01,DAL,14,4,6
28,3,43,22,10,,2,15,0,8,NBA,373,Michael Finley,,17%,72%,11%,,2699,-0.3,-0.1,SF,False,2001-02,DAL,4,8,3
29,3,146,26,14,,5,26,0,20,NBA,822,Michael Finley,,22%,69%,9%,,2699,-9.9,-2.2,SF,False,2002-03,DAL,16,9,6
30,1,30,4,6,,1,3,0,5,NBA,196,Michael Finley,,27%,69%,4%,,2699,13.8,3.2,SG,False,2003-04,DAL,2,5,2
31,0,64,4,3,,1,22,0,13,NBA,491,Michael Finley,,36%,18%,45%,,2699,3.2,-1.5,SG,False,2004-05,DAL,8,3,2
32,0,42,4,4,,1,12,0,13,NBA,411,Michael Finley,,7%,19%,73%,,2699,-4.2,0.7,SG,False,2005-06,SAS,5,3,1
33,0,50,2,2,,2,22,0,20,NBA,538,Michael Finley,,,78%,22%,,2699,3.9,6.0,SF,True,2006-07,SAS,3,5,5
34,0,39,2,1,,1,8,0,17,NBA,391,Michael Finley,,46%,34%,20%,,2699,-1.9,-1.6,SG,False,2007-08,SAS,2,3,1
35,0,12,1,3,,0,4,0,5,NBA,143,Michael Finley,,,78%,22%,,2699,-16.3,-13.9,SF,False,2008-09,SAS,4,0,0
36,0,8,0,0,,0,3,0,18,NBA,108,Michael Finley,,,89%,11%,,2699,2.4,5.3,SF,False,2009-10,BOS,0,0,0
22,0,12,3,0,0,0,0,0,4,NBA,71,Landry Fields,,77%,23%,,,2704,-11.9,-16.9,SG,False,2010-11,NYK,1,3,0
23,1,15,4,1,0,1,3,0,5,NBA,115,Landry Fields,,52%,48%,,,2704,-2.7,-17.8,SG,False,2011-12,NYK,6,1,2
25,0,2,0,0,0,0,0,0,3,NBA,26,Landry Fields,,14%,86%,,,2704,23.3,19.3,SF,False,2013-14,TOR,0,1,0
23,1,31,9,7,,3,17,0,10,NBA,181,Kyrylo Fesenko,,,,,100%,2707,10.8,5.1,C,False,2009-10,UTA,4,5,5
34,0,36,0,3,,0,15,0,13,NBA,334,Danny Ferry,,,92%,7%,1%,2708,0.8,0.2,SF,False,2000-01,SAS,4,1,1
35,0,17,0,1,,0,10,0,10,NBA,155,Danny Ferry,,,42%,52%,6%,2708,2.5,5.0,SF,False,2001-02,SAS,0,1,1
36,0,15,0,0,,0,8,0,16,NBA,101,Danny Ferry,,,2%,79%,20%,2708,-14.3,-6.6,SF,True,2002-03,SAS,3,1,1
23,1,15,2,2,,1,2,0,6,NBA,162,Rudy Fernandez,16%,84%,,,,2716,0.4,-6.0,SG,False,2008-09,POR,6,1,2
24,0,18,3,0,,1,4,0,6,NBA,119,Rudy Fernandez,2%,98%,,,,2716,-6.6,-16.0,SG,False,2009-10,POR,3,1,1
25,1,12,2,0,1,1,5,0,6,NBA,81,Rudy Fernandez,84%,16%,,,,2716,7.0,-1.6,SG,False,2010-11,POR,1,0,1
20,1,19,3,0,,2,2,0,5,NBA,114,Jordan Farmar,100%,,,,,2735,-2.5,-12.4,PG,False,2006-07,LAL,2,1,2
21,2,67,5,9,,1,14,0,21,NBA,360,Jordan Farmar,100%,,,,,2735,-24.5,-13.6,PG,False,2007-08,LAL,9,6,2
22,3,77,5,2,,1,4,0,20,NBA,260,Jordan Farmar,100%,,,,,2735,-2.8,5.7,PG,True,2008-09,LAL,11,4,3
23,1,73,5,3,,4,9,0,23,NBA,301,Jordan Farmar,100%,,,,,2735,-3.9,1.2,PG,True,2009-10,LAL,7,7,6
29,0,36,1,0,0,0,1,0,4,NBA,113,Jordan Farmar,100%,,,,,2735,9.4,-20.6,PG,False,2015-16,MEM,3,6,0
23,1,24,6,6,,0,9,0,6,NBA,224,Jeff Green,,,37%,62%,1%,2740,-26.1,-8.4,PF,False,2009-10,OKC,3,2,1
24,2,4,9,5,2,1,7,0,9,NBA,173,Jeff Green,,,59%,41%,1%,2740,-19.4,-10.4,SF,False,2010-11,BOS,2,9,1
26,3,35,19,9,1,3,8,0,6,NBA,258,Jeff Green,,,,74%,27%,2740,-33.0,-10.6,PF,False,2012-13,BOS,5,5,9
28,2,44,11,10,1,3,3,4,11,NBA,298,Jeff Green,,,63%,37%,1%,2740,5.6,2.0,SF,False,2014-15,MEM,8,4,4
29,1,9,11,2,0,0,6,1,6,NBA,159,Jeff Green,,,18%,81%,1%,2740,0.0,0.0,SF,False,2015-16,LAC,0,3,0
31,4,80,21,8,2,0,21,2,22,NBA,523,Jeff Green,,,21%,75%,5%,2740,-1.3,-2.6,PF,False,2017-18,CLE,7,8,0
24,0,0,1,0,0,0,0,0,5,NBA,8,JaMychal Green,,,,89%,11%,2741,30.4,29.4,PF,False,2014-15,MEM,0,0,0
25,0,7,3,2,0,1,2,0,4,NBA,72,JaMychal Green,,,,91%,9%,2741,-19.9,-36.9,PF,False,2015-16,MEM,0,2,1
26,1,5,1,2,0,1,12,0,6,NBA,118,JaMychal Green,,,2%,98%,,2741,17.6,1.0,PF,False,2016-17,MEM,2,1,1
23,0,0,2,0,,0,2,0,6,NBA,26,Gerald Green,,,100%,,,2742,-19.1,-19.0,SG,False,2008-09,DAL,2,0,0
27,0,6,1,1,0,0,6,1,9,NBA,105,Gerald Green,,53%,44%,3%,,2742,-15.7,-13.4,SF,False,2012-13,IND,4,1,1
30,1,2,1,1,0,1,6,2,12,NBA,110,Gerald Green,,33%,66%,1%,,2742,11.3,14.1,SG,False,2015-16,MIA,0,1,1
31,2,24,3,3,3,0,13,1,13,NBA,192,Gerald Green,,13%,87%,1%,,2742,-2.6,-4.8,SF,False,2016-17,BOS,5,1,0
32,1,2,2,2,1,3,12,1,17,NBA,272,Gerald Green,4%,15%,79%,2%,,2742,-11.0,-5.6,SG,False,2017-18,HOU,3,3,4
22,1,47,7,2,2,4,17,0,12,NBA,223,Draymond Green,,1%,61%,37%,1%,2743,4.1,2.9,SF,False,2012-13,GSW,5,3,4
23,2,45,6,5,0,6,11,4,7,NBA,228,Draymond Green,,1%,32%,68%,,2743,28.5,5.3,SF,False,2013-14,GSW,9,2,6
24,7,267,37,15,3,10,38,1,21,NBA,784,Draymond Green,,,,70%,30%,2743,19.2,12.7,PF,True,2014-15,GSW,30,11,17
25,9,319,47,19,3,6,45,0,23,NBA,879,Draymond Green,,,,69%,32%,2743,12.3,7.6,PF,False,2015-16,GSW,5,43,8
26,7,246,29,12,6,4,24,1,17,NBA,593,Draymond Green,,,,68%,32%,2743,18.8,18.5,PF,True,2016-17,GSW,25,6,3
27,5,394,18,12,0,6,28,3,21,NBA,819,Draymond Green,,,58%,40%,2%,2743,4.0,11.0,PF,True,2017-18,GSW,44,11,8
23,0,4,0,0,0,0,0,0,4,NBA,7,Danny Green,,87%,12%,2%,,2744,16.6,12.5,SG,False,2010-11,SAS,0,1,0
24,0,33,3,5,3,3,12,0,14,NBA,289,Danny Green,,72%,28%,,,2744,24.5,21.4,SG,False,2011-12,SAS,8,3,4
25,1,70,6,8,2,4,27,2,21,NBA,669,Danny Green,,44%,51%,5%,,2744,-11.7,3.2,SG,False,2012-13,SAS,9,5,5
26,2,50,6,7,2,1,28,0,23,NBA,529,Danny Green,,70%,28%,2%,,2744,2.2,11.3,SG,True,2013-14,SAS,14,4,2
27,1,34,2,4,0,0,3,0,7,NBA,204,Danny Green,,63%,33%,4%,,2744,14.1,6.6,SG,False,2014-15,SAS,2,3,0
28,1,14,1,0,0,0,15,0,10,NBA,267,Danny Green,,82%,18%,,,2744,5.3,12.4,SG,False,2015-16,SAS,0,4,0
29,4,54,7,2,1,1,18,1,16,NBA,436,Danny Green,,56%,35%,10%,,2744,-13.6,-5.4,SG,False,2016-17,SAS,11,3,3
30,0,2,0,2,0,0,3,0,5,NBA,103,Danny Green,,23%,77%,,,2744,-23.2,-22.5,SG,False,2017-18,SAS,1,1,0
24,1,11,2,1,0,0,1,0,5,NBA,52,Jerian Grant,97%,3%,,,,2746,-17.4,-21.8,PG,False,2016-17,CHI,6,1,0
22,0,11,3,4,1,0,6,0,5,NBA,111,Jerami Grant,,,28%,73%,,2747,-45.4,-33.3,PF,False,2016-17,OKC,1,2,0
23,1,17,6,6,2,0,11,0,6,NBA,133,Jerami Grant,,,9%,91%,,2747,28.8,10.6,PF,False,2017-18,OKC,1,5,0
23,0,0,0,1,,0,1,0,8,NBA,48,Marcin Gortat,,,,,100%,2749,17.2,17.7,C,False,2007-08,ORL,0,1,2
24,1,8,5,4,,5,24,0,24,NBA,271,Marcin Gortat,,,,9%,91%,2749,13.5,12.9,PF,False,2008-09,ORL,1,3,7
25,1,21,3,1,,1,18,0,14,NBA,212,Marcin Gortat,,,,16%,84%,2749,0.5,10.5,C,False,2009-10,ORL,2,0,1
29,1,36,13,6,0,2,6,0,11,NBA,382,Marcin Gortat,,,,2%,98%,2749,15.1,5.2,C,False,2013-14,WAS,5,6,9
30,4,50,10,4,2,5,9,0,10,NBA,307,Marcin Gortat,,,,,100%,2749,-3.1,3.5,C,False,2014-15,WAS,5,5,6
32,3,55,8,3,4,5,16,0,13,NBA,409,Marcin Gortat,,,,13%,87%,2749,17.7,5.6,C,False,2016-17,WAS,4,5,8
33,1,13,4,8,2,1,8,0,6,NBA,160,Marcin Gortat,,,,,100%,2749,6.2,0.1,C,False,2017-18,WAS,3,1,2
26,2,33,4,3,0,0,3,3,4,NBA,143,Eric Gordon,57%,40%,4%,,,2750,-36.0,-17.8,SG,False,2014-15,NOP,6,4,0
28,2,51,5,10,1,1,11,1,11,NBA,358,Eric Gordon,,13%,87%,1%,,2750,14.7,6.4,SG,False,2016-17,HOU,8,3,3
29,4,69,27,15,0,4,18,0,17,NBA,549,Eric Gordon,46%,54%,,,,2750,-9.4,-1.2,SG,False,2017-18,HOU,10,7,7
24,5,28,21,4,0,2,12,0,9,NBA,246,Rudy Gobert,,,,,100%,2753,-11.5,-10.6,C,False,2016-17,UTA,2,5,2
25,1,29,20,12,2,6,14,0,11,NBA,383,Rudy Gobert,,,,,100%,2753,-6.1,-3.4,C,False,2017-18,UTA,6,6,9
25,2,160,23,12,,4,24,0,24,NBA,660,Manu Ginobili,,98%,2%,,,2754,22.9,15.9,SG,True,2002-03,SAS,21,8,7
26,2,69,11,7,,2,10,0,10,NBA,280,Manu Ginobili,,79%,21%,,,2754,18.3,11.0,SG,False,2003-04,SAS,13,5,3
27,12,226,61,19,,4,27,0,23,NBA,772,Manu Ginobili,,67%,30%,3%,,2754,19.9,10.3,SG,True,2004-05,SAS,45,14,7
28,7,89,30,5,,2,16,0,13,NBA,426,Manu Ginobili,,38%,55%,7%,,2754,24.9,10.5,SG,False,2005-06,SAS,17,11,5
29,4,166,31,13,,3,30,0,20,NBA,602,Manu Ginobili,,80%,15%,6%,,2754,5.0,6.0,SG,True,2006-07,SAS,25,11,6
30,12,152,27,11,,6,15,0,17,NBA,559,Manu Ginobili,2%,87%,11%,,,2754,5.2,1.0,SG,False,2007-08,SAS,27,10,10
32,4,129,15,10,,5,12,0,10,NBA,352,Manu Ginobili,,61%,37%,3%,,2754,2.0,-3.8,SG,False,2009-10,SAS,19,4,7
33,3,45,12,1,2,2,5,0,5,NBA,174,Manu Ginobili,,51%,48%,,,2754,20.3,4.5,SG,False,2010-11,SAS,10,5,2
34,5,131,18,13,1,7,13,0,14,NBA,390,Manu Ginobili,2%,92%,6%,,,2754,-10.3,3.0,SG,False,2011-12,SAS,25,10,7
35,4,248,25,8,1,5,18,0,21,NBA,560,Manu Ginobili,3%,68%,29%,,,2754,0.7,7.7,SG,False,2012-13,SAS,36,12,7
36,3,217,30,8,4,4,19,3,23,NBA,586,Manu Ginobili,3%,94%,3%,1%,,2754,12.1,15.7,SG,True,2013-14,SAS,29,15,8
37,2,79,7,4,0,1,3,4,7,NBA,131,Manu Ginobili,,73%,27%,,,2754,-6.5,-3.1,SG,False,2014-15,SAS,9,4,1
38,0,59,4,1,1,0,12,0,10,NBA,192,Manu Ginobili,4%,96%,,,,2754,10.8,16.3,SG,False,2015-16,SAS,0,7,0
39,5,91,14,4,2,0,11,0,16,NBA,284,Manu Ginobili,,58%,41%,1%,,2754,0.0,0.7,SG,False,2016-17,SAS,9,3,0
40,0,38,4,2,0,1,7,0,5,NBA,107,Manu Ginobili,2%,64%,33%,,,2754,12.8,-2.1,SG,False,2017-18,SAS,4,1,2
24,1,7,5,4,,1,10,0,5,NBA,145,Taj Gibson,,,2%,96%,2%,2755,15.1,-4.7,PF,False,2009-10,CHI,0,1,1
25,3,20,8,2,0,3,22,0,16,NBA,284,Taj Gibson,,,,100%,,2755,3.4,6.7,PF,False,2010-11,CHI,4,4,6
26,2,9,12,5,0,1,12,0,6,NBA,137,Taj Gibson,,,,96%,4%,2755,2.4,-0.8,PF,False,2011-12,CHI,0,2,1
27,2,8,11,10,0,3,23,0,12,NBA,206,Taj Gibson,,,,99%,1%,2755,3.8,-4.6,PF,False,2012-13,CHI,1,4,4
28,4,6,17,5,0,1,7,0,5,NBA,154,Taj Gibson,,,,100%,,2755,22.8,3.3,PF,False,2013-14,CHI,0,6,2
29,2,29,9,10,1,4,10,0,12,NBA,276,Taj Gibson,,,12%,84%,4%,2755,-21.1,-8.1,PF,False,2014-15,CHI,3,2,6
31,0,8,4,3,1,1,10,0,5,NBA,118,Taj Gibson,,,,79%,21%,2755,38.5,11.2,PF,False,2016-17,OKC,1,4,3
32,1,5,2,1,0,1,6,0,5,NBA,123,Taj Gibson,,,,100%,,2755,-13.3,-16.4,PF,False,2017-18,MIN,1,1,2
23,0,0,0,0,0,0,0,0,2,NBA,3,Marcus Georges-Hunt,,,73%,27%,,2757,-24.0,-33.3,SG,False,2017-18,MIN,0,0,0
20,0,11,4,5,0,3,4,0,5,NBA,133,Paul George,,95%,5%,,,2758,-2.8,-9.6,SG,False,2010-11,IND,0,2,5
21,4,61,10,10,1,2,18,0,11,NBA,371,Paul George,,78%,19%,3%,,2758,22.3,8.5,SG,False,2011-12,IND,12,5,4
22,10,214,48,19,0,9,28,1,19,NBA,780,Paul George,,2%,98%,,,2758,17.0,3.0,SF,False,2012-13,IND,41,20,14
23,8,158,45,16,4,6,16,2,19,NBA,781,Paul George,,,98%,2%,,2758,20.9,2.2,SF,False,2013-14,IND,29,12,8
25,1,70,21,10,2,4,9,0,7,NBA,275,Paul George,,,33%,67%,,2758,40.1,9.2,SF,False,2015-16,IND,4,14,5
26,1,69,11,6,1,2,4,0,4,NBA,172,Paul George,,,80%,20%,,2758,-46.1,-8.9,SF,False,2016-17,IND,7,3,3
27,5,40,16,5,1,3,3,1,6,NBA,251,Paul George,,8%,92%,,,2758,-0.2,-5.2,SF,False,2017-18,OKC,12,7,5
25,3,23,15,8,0,2,9,0,7,NBA,279,Rudy Gay,,,99%,1%,,2760,27.0,5.3,SF,False,2011-12,MEM,11,6,4
31,1,27,5,2,0,0,5,0,5,NBA,160,Rudy Gay,,,33%,66%,,2760,13.5,-4.1,PF,False,2017-18,SAS,2,4,0
23,0,26,5,5,,0,3,0,4,NBA,134,Pau Gasol,,,,55%,46%,2761,-0.7,-16.9,PF,False,2003-04,MEM,3,2,0
24,2,23,7,9,,0,4,0,4,NBA,133,Pau Gasol,,,,39%,61%,2761,25.3,-4.0,PF,False,2004-05,MEM,3,3,1
25,1,29,12,5,,1,4,0,4,NBA,158,Pau Gasol,,,,69%,31%,2761,8.4,-14.8,PF,False,2005-06,MEM,6,3,2
27,6,188,38,23,,2,39,0,21,NBA,836,Pau Gasol,,,,,100%,2761,14.0,4.7,C,False,2007-08,LAL,20,19,5
28,12,134,54,18,,3,32,0,23,NBA,931,Pau Gasol,,,,26%,74%,2761,6.8,8.9,C,True,2008-09,LAL,20,16,8
29,11,190,61,26,,4,30,0,23,NBA,913,Pau Gasol,,,,43%,57%,2761,5.2,4.9,C,True,2009-10,LAL,17,13,14
30,3,86,18,9,0,2,14,0,10,NBA,358,Pau Gasol,,,,57%,43%,2761,15.7,2.8,C,False,2010-11,LAL,4,9,4
31,3,97,11,13,0,1,16,0,12,NBA,444,Pau Gasol,,,,96%,4%,2761,-4.3,-5.7,PF,False,2011-12,LAL,11,6,3
32,3,59,7,4,0,0,3,1,4,NBA,146,Pau Gasol,,,,50%,50%,2761,15.3,-16.8,PF,False,2012-13,LAL,8,4,1
34,4,72,15,5,2,2,6,0,10,NBA,317,Pau Gasol,,,,55%,45%,2761,13.5,9.1,PF,False,2014-15,CHI,12,6,3
36,2,70,8,7,1,2,22,1,16,NBA,365,Pau Gasol,,,,,100%,2761,4.4,3.1,C,False,2016-17,SAS,10,5,3
37,0,33,5,2,0,0,1,0,5,NBA,90,Pau Gasol,,,,,100%,2761,-8.1,-13.9,C,False,2017-18,SAS,2,2,0
26,6,70,31,9,5,3,17,0,13,NBA,519,Marc Gasol,,,,1%,99%,2762,15.5,2.6,C,False,2010-11,MEM,6,13,7
27,3,47,15,4,1,2,11,0,7,NBA,261,Marc Gasol,,,,1%,99%,2762,17.7,4.4,C,False,2011-12,MEM,4,7,2
28,8,109,27,11,0,3,24,0,15,NBA,609,Marc Gasol,,,,,100%,2762,23.0,5.1,C,False,2012-13,MEM,8,6,4
29,3,65,14,8,0,4,13,1,7,NBA,299,Marc Gasol,,,,,100%,2762,-6.4,-6.4,C,False,2013-14,MEM,2,5,5
30,2,111,32,10,0,4,16,0,11,NBA,416,Marc Gasol,,,,,100%,2762,-8.5,-2.2,C,False,2014-15,MEM,4,5,7
32,4,62,16,2,1,2,12,0,6,NBA,240,Marc Gasol,,,,,100%,2762,11.2,-7.6,C,False,2016-17,MEM,7,5,2
