age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
26,13,1505,85,32,16,6,83,13,75,NBA,2469,Ricky Rubio,94%,6%,,,,2197,+0.1,-1.0,PG,2016-17,MIN,151,24,21
27,11,976,71,43,9,7,81,5,77,NBA,2254,Ricky Rubio,100%,,,,,2197,-0.1,+4.7,PG,2017-18,UTA,143,38,27
21,1,92,4,4,2,1,13,2,39,NBA,311,Terry Rozier,86%,15%,,,,2198,-10.2,-6.1,PG,2015-16,BOS,6,12,1
22,10,307,25,22,5,4,32,5,74,NBA,1263,Terry Rozier,73%,27%,,,,2198,-4.1,+0.3,PG,2016-17,BOS,25,12,10
23,10,565,57,37,1,9,48,7,80,NBA,2068,Terry Rozier,78%,22%,,,,2198,-2.6,+2.4,PG,2017-18,BOS,36,21,23
21,2,126,19,21,,4,60,2,73,NBA,1239,Terrence Ross,,91%,9%,,,2199,-1.9,-2.9,SG,2012-13,TOR,24,10,14
22,10,174,32,34,8,9,91,1,81,NBA,2159,Terrence Ross,1%,93%,7%,,,2199,-0.3,+3.5,SG,2013-14,TOR,47,19,22
23,7,200,26,30,9,9,59,3,82,NBA,2092,Terrence Ross,,17%,81%,2%,,2199,-4.5,+1.2,SF,2014-15,TOR,23,30,16
24,5,136,19,15,3,3,51,1,73,NBA,1747,Terrence Ross,,13%,85%,3%,,2199,+2.4,+6.2,SF,2015-16,TOR,17,21,8
25,6,207,27,17,2,5,71,4,78,NBA,1955,Terrence Ross,,5%,85%,10%,,2199,+5.5,+2.9,SF,2016-17,,40,20,8
25,4,107,18,9,0,2,47,2,54,NBA,1207,Terrence Ross,,1%,82%,16%,,2199,+2.6,+6.3,SF,2016-17,TOR,19,10,4
25,2,100,9,8,2,3,24,2,24,NBA,748,Terrence Ross,,9%,90%,1%,,2199,+5.5,-2.5,SF,2016-17,ORL,21,10,4
26,4,89,13,9,0,1,20,5,24,NBA,600,Terrence Ross,,76%,24%,,,2199,+1.7,-3.7,SG,2017-18,ORL,20,2,7
20,35,1160,117,89,,12,65,,81,NBA,3000,Derrick Rose,99%,1%,,,,2200,-8.1,-2.2,PG,2008-09,CHI,106,68,28
21,31,1043,150,93,,20,37,,78,NBA,2871,Derrick Rose,90%,10%,,,,2200,+4.4,-0.3,PG,2009-10,CHI,102,77,38
22,50,1409,238,127,,14,72,,81,NBA,3026,Derrick Rose,95%,5%,,,,2200,+2.8,+8.8,PG,2010-11,CHI,151,90,37
23,22,676,100,36,,8,28,,39,NBA,1375,Derrick Rose,93%,7%,,,,2200,+2.0,+10.7,PG,2011-12,CHI,64,46,9
25,3,95,12,18,0,1,7,0,10,NBA,311,Derrick Rose,100%,,,,,2200,-7.6,-4.9,PG,2013-14,CHI,14,18,2
26,18,567,82,49,1,5,34,1,51,NBA,1530,Derrick Rose,88%,13%,,,,2200,+0.9,+3.8,PG,2014-15,CHI,89,52,20
27,23,713,90,75,6,6,38,3,66,NBA,2097,Derrick Rose,95%,6%,,,,2200,-4.7,-3.9,PG,2015-16,CHI,86,71,18
28,26,680,119,85,2,11,35,1,64,NBA,2082,Derrick Rose,83%,17%,,,,2200,-0.5,-4.1,PG,2016-17,NYK,79,47,21
29,2,87,22,16,0,2,9,0,25,NBA,420,Derrick Rose,71%,28%,1%,,,2200,-7.7,-5.5,PG,2017-18,,13,16,6
29,1,62,19,11,0,1,8,0,16,NBA,308,Derrick Rose,97%,3%,,,,2200,-9.0,-7.2,PG,2017-18,CLE,11,14,3
29,1,25,3,5,0,1,1,0,9,NBA,112,Derrick Rose,,94%,5%,,,2200,-3.2,-0.6,PG,2017-18,MIN,2,2,3
20,15,701,70,47,,22,60,,78,NBA,1831,Rajon Rondo,79%,21%,,,,2201,+8.7,+0.8,PG,2006-07,BOS,66,23,48
21,23,925,71,58,,25,66,,77,NBA,2306,Rajon Rondo,95%,5%,,,,2201,+6.3,+14.1,PG,2007-08,BOS,66,35,46
22,21,1495,103,61,,19,47,,80,NBA,2642,Rajon Rondo,89%,11%,,,,2201,+5.1,+10.1,PG,2008-09,BOS,129,36,44
23,28,1773,118,66,,14,62,,81,NBA,2963,Rajon Rondo,89%,11%,,,,2201,+2.4,+4.7,PG,2009-10,BOS,172,35,39
24,12,1672,51,51,,15,40,,68,NBA,2527,Rajon Rondo,93%,7%,,,,2201,+7.4,+8.7,PG,2010-11,BOS,160,43,31
25,12,1370,62,43,,10,23,,53,NBA,1957,Rajon Rondo,100%,,,,,2201,+5.6,+5.0,PG,2011-12,BOS,134,39,20
26,7,922,36,24,,12,27,5,38,NBA,1423,Rajon Rondo,100%,,,,,2201,-3.3,-2.6,PG,2012-13,BOS,103,28,17
27,9,668,30,27,4,5,22,2,30,NBA,998,Rajon Rondo,98%,2%,,,,2201,-6.5,-10.0,PG,2013-14,BOS,64,27,8
28,7,1240,23,34,12,5,47,11,68,NBA,2018,Rajon Rondo,90%,10%,,,,2201,-4.3,-1.7,PG,2014-15,,149,42,19
28,3,542,11,14,3,1,15,1,22,NBA,699,Rajon Rondo,99%,2%,,,,2201,-3.0,-2.5,PG,2014-15,BOS,52,16,7
28,4,698,12,20,9,4,32,10,46,NBA,1319,Rajon Rondo,86%,14%,,,,2201,-6.5,-1.3,PG,2014-15,DAL,97,26,12
29,6,1871,37,54,4,9,49,15,72,NBA,2537,Rajon Rondo,58%,42%,,,,2201,-1.3,-3.3,PG,2015-16,SAC,178,68,33
30,5,1035,17,35,3,4,39,12,69,NBA,1843,Rajon Rondo,100%,,,,,2201,-4.4,-2.2,PG,2016-17,CHI,119,34,15
31,3,1211,14,28,2,8,36,4,65,NBA,1705,Rajon Rondo,99%,1%,,,,2201,-2.4,+0.4,PG,2017-18,NOP,114,16,20
20,2,485,7,12,,8,20,,67,NBA,862,Sergio Rodriguez,90%,10%,,,,2202,-3.2,-7.5,PG,2006-07,POR,42,16,19
21,2,279,19,16,,4,15,,72,NBA,628,Sergio Rodriguez,90%,10%,,,,2202,-10.3,-9.9,PG,2007-08,POR,26,13,14
22,4,657,27,25,,9,33,,80,NBA,1225,Sergio Rodriguez,99%,1%,,,,2202,-7.8,+0.9,PG,2008-09,POR,57,37,25
23,9,488,39,33,,7,26,,66,NBA,1048,Sergio Rodriguez,98%,2%,,,,2202,+2.4,-2.1,PG,2009-10,,70,20,24
23,4,282,25,20,,5,11,,39,NBA,517,Sergio Rodriguez,100%,,,,,2202,+16.1,+9.4,PG,2009-10,SAC,41,8,10
23,5,206,14,13,,2,15,,27,NBA,531,Sergio Rodriguez,96%,4%,,,,2202,-11.2,-13.5,PG,2009-10,NYK,29,12,14
30,4,794,6,20,1,3,39,0,68,NBA,1518,Sergio Rodriguez,99%,1%,,,,2202,+0.3,-5.8,PG,2016-17,PHI,81,29,18
21,7,107,52,34,,16,46,1,70,NBA,1056,Thomas Robinson,,,,91%,10%,2203,-7.1,-7.0,PF,2012-13,,22,29,37
21,5,84,36,24,,14,40,0,51,NBA,809,Thomas Robinson,,,,93%,7%,2203,-4.2,-8.7,PF,2012-13,SAC,16,21,28
21,2,23,16,10,,2,6,1,19,NBA,247,Thomas Robinson,,,,84%,16%,2203,-5.6,-1.7,PF,2012-13,HOU,6,8,9
22,10,80,44,31,1,8,59,0,70,NBA,873,Thomas Robinson,,,,88%,12%,2203,-10.2,-4.1,PF,2013-14,POR,18,17,22
23,10,78,44,25,2,13,46,0,54,NBA,798,Thomas Robinson,,,,84%,16%,2203,+3.7,+0.7,PF,2014-15,,20,18,21
23,2,21,16,6,0,5,25,0,32,NBA,391,Thomas Robinson,,,,86%,14%,2203,+2.6,+6.6,PF,2014-15,POR,10,12,11
23,8,57,28,19,2,8,21,0,22,NBA,407,Thomas Robinson,,,,82%,18%,2203,+5.1,-4.8,PF,2014-15,PHI,10,6,10
24,17,102,56,26,1,9,51,0,71,NBA,917,Thomas Robinson,,,,40%,60%,2203,-9.4,-14.8,PF,2015-16,BRK,21,26,22
25,7,76,31,16,0,12,50,0,48,NBA,560,Thomas Robinson,,,,45%,55%,2203,-1.1,-8.2,PF,2016-17,LAL,19,13,14
21,0,28,10,3,0,3,7,0,35,NBA,261,Glenn Robinson III,11%,56%,31%,3%,,2204,+13.3,+3.4,SG-SF,2014-15,,3,4,4
21,0,7,6,1,0,0,4,0,25,NBA,108,Glenn Robinson III,2%,62%,29%,7%,,2204,+14.5,+4.6,SG,2014-15,MIN,1,2,0
21,0,21,4,2,0,3,3,0,10,NBA,153,Glenn Robinson III,17%,52%,32%,,,2204,+12.5,+2.6,SF,2014-15,PHI,2,2,4
22,4,57,20,14,2,0,12,0,45,NBA,508,Glenn Robinson III,2%,79%,19%,,,2204,-5.7,-3.1,SF,2015-16,IND,8,7,0
23,9,113,29,18,6,2,38,2,69,NBA,1427,Glenn Robinson III,,51%,49%,,,2204,-3.0,-2.1,SF,2016-17,IND,15,18,4
24,1,37,6,5,0,0,9,0,23,NBA,338,Glenn Robinson III,,4%,95%,1%,,2204,-1.1,+0.6,SF,2017-18,IND,2,2,0
22,0,0,0,1,0,0,1,0,1,NBA,13,Devin Robinson,,,94%,6%,,2205,+24.6,+25.3,SF,2017-18,WAS,0,0,0
27,6,512,29,33,,6,51,3,78,NBA,1324,Brian Roberts,100%,,,,,2206,-5.1,-8.0,PG,2012-13,NOH,31,28,12
28,10,525,44,29,7,3,55,13,72,NBA,1667,Brian Roberts,100%,,,,,2206,-4.1,-4.9,PG,2013-14,NOP,56,27,12
29,5,376,24,14,2,1,44,2,72,NBA,1330,Brian Roberts,87%,14%,,,,2206,+0.1,-3.4,PG,2014-15,CHO,38,13,6
30,9,129,20,7,2,2,22,2,51,NBA,470,Brian Roberts,87%,13%,,,,2206,-10.0,-7.5,PG,2015-16,,12,9,2
30,5,94,16,4,1,1,16,1,30,NBA,333,Brian Roberts,81%,19%,,,,2206,-6.7,-3.3,PG,2015-16,CHO,12,3,1
30,4,35,4,3,1,1,6,1,21,NBA,137,Brian Roberts,100%,,,,,2206,-19.0,-17.5,PG,2015-16,POR,0,6,1
31,1,123,14,11,3,1,9,0,41,NBA,416,Brian Roberts,99%,1%,,,,2206,-7.3,-6.2,PG,2016-17,CHO,18,6,2
22,0,31,3,5,1,6,27,0,40,NBA,399,Andre Roberson,,72%,29%,,,2207,-0.7,+6.1,SG,2013-14,OKC,4,6,9
23,2,165,16,18,2,8,61,1,67,NBA,1286,Andre Roberson,1%,61%,36%,3%,,2207,+6.0,+6.1,SG,2014-15,OKC,22,9,15
24,4,111,24,18,6,0,72,2,70,NBA,1553,Andre Roberson,,66%,32%,2%,,2207,+3.9,+9.6,SG,2015-16,OKC,15,13,0
25,7,193,38,36,5,5,99,6,79,NBA,2376,Andre Roberson,,9%,88%,3%,,2207,+7.4,+3.4,SF,2016-17,OKC,23,17,11
26,2,107,11,10,3,9,35,2,39,NBA,1037,Andre Roberson,,83%,17%,,,2207,+9.9,+10.6,SG,2017-18,OKC,10,7,13
20,6,299,44,53,,7,55,3,61,NBA,1418,Austin Rivers,9%,88%,3%,,,2208,-2.2,-6.0,SG,2012-13,NOH,31,25,18
21,18,366,79,50,3,12,57,3,69,NBA,1339,Austin Rivers,79%,21%,,,,2208,+5.5,+1.1,PG,2013-14,NOP,32,26,19
22,8,366,55,25,3,6,68,9,76,NBA,1563,Austin Rivers,41%,57%,2%,,,2208,-8.8,-2.7,PG-SG,2014-15,,33,20,12
22,1,205,27,13,0,3,31,4,35,NBA,772,Austin Rivers,34%,64%,3%,,,2208,-2.8,-0.9,SG,2014-15,NOP,18,5,7
22,7,161,28,12,3,3,37,5,41,NBA,791,Austin Rivers,49%,50%,1%,,,2208,-14.7,-4.4,PG,2014-15,LAC,15,15,5
23,9,245,46,32,6,1,47,10,67,NBA,1464,Austin Rivers,42%,51%,7%,,,2208,-13.2,-3.9,SG,2015-16,LAC,24,27,10
24,25,498,83,47,5,9,85,4,74,NBA,2054,Austin Rivers,8%,67%,25%,,,2208,-8.8,-0.2,SG,2016-17,LAC,47,47,22
25,17,586,72,57,3,6,65,6,61,NBA,2057,Austin Rivers,7%,73%,20%,,,2208,-3.9,-1.6,SG,2017-18,LAC,53,38,18
21,3,27,10,0,2,2,8,0,22,NBA,198,Malachi Richardson,,77%,23%,,,2209,+0.1,-3.8,SG,2016-17,SAC,4,1,3
22,2,30,12,7,0,3,12,0,26,NBA,324,Malachi Richardson,,17%,71%,12%,,2209,-10.0,-9.3,SG,2017-18,,2,4,4
22,2,30,12,7,0,3,12,0,25,NBA,319,Malachi Richardson,,17%,71%,12%,,2209,+0.3,-7.3,SG,2017-18,SAC,2,4,4
22,0,0,0,0,0,0,0,0,1,NBA,5,Malachi Richardson,,,100%,,,2209,-148.2,-140.0,SG,2017-18,TOR,0,0,0
22,4,166,25,20,4,2,55,0,52,NBA,1107,Josh Richardson,12%,84%,4%,,,2210,+1.0,+2.7,SG,2015-16,MIA,13,11,11
23,5,336,25,18,7,4,55,0,53,NBA,1614,Josh Richardson,1%,16%,80%,4%,,2210,-1.4,+0.4,SG,2016-17,MIA,29,17,19
24,20,549,53,38,3,10,92,0,81,NBA,2689,Josh Richardson,,19%,78%,3%,,2210,+0.3,+1.1,SF,2017-18,MIA,65,38,35
25,5,23,28,8,1,3,26,0,39,NBA,426,Willie Reed,,,,71%,29%,2211,+0.4,-7.2,C,2015-16,BRK,4,8,4
26,6,61,40,23,8,7,75,0,71,NBA,1031,Willie Reed,,,,,100%,2211,+1.2,+2.0,C,2016-17,MIA,9,8,15
27,5,22,22,14,5,4,31,1,42,NBA,428,Willie Reed,,,,,100%,2211,+2.3,+2.2,C,2017-18,,6,6,7
27,5,20,22,14,5,4,30,1,39,NBA,419,Willie Reed,,,,,100%,2211,+2.3,+2.4,C,2017-18,LAC,6,6,7
27,0,2,0,0,0,0,1,0,3,NBA,9,Willie Reed,,,,,100%,2211,-8.9,-9.2,C,2017-18,DET,0,0,0
22,0,30,6,7,0,1,11,0,21,NBA,242,Davon Reed,2%,63%,35%,,,2212,-6.8,-16.1,SG,2017-18,PHO,2,5,3
22,2,78,18,4,,2,23,,42,NBA,622,J.J. Redick,21%,68%,11%,,,2213,-2.6,-1.2,PG,2006-07,ORL,9,3,9
23,0,37,10,7,,2,17,,34,NBA,276,J.J. Redick,1%,95%,4%,,,2213,-8.0,-1.5,SG,2007-08,ORL,7,4,4
24,5,169,31,8,,5,42,,64,NBA,1111,J.J. Redick,12%,88%,,,,2213,-2.8,+5.8,SG,2008-09,ORL,27,10,17
25,13,392,80,15,,7,57,,82,NBA,1808,J.J. Redick,,99%,1%,,,2213,-5.9,+5.1,SG,2009-10,ORL,30,15,18
26,9,245,36,8,,4,38,,59,NBA,1513,J.J. Redick,,99%,1%,,,2213,-4.5,+3.4,SG,2010-11,ORL,29,13,11
27,8,398,49,18,,7,49,,65,NBA,1765,J.J. Redick,1%,98%,1%,,,2213,-0.3,+0.8,SG,2011-12,ORL,27,26,15
28,18,663,65,21,,7,52,7,78,NBA,2379,J.J. Redick,23%,69%,8%,,,2213,+4.0,-1.9,SG,2012-13,,80,38,20
28,14,489,46,14,,6,32,3,50,NBA,1575,J.J. Redick,35%,65%,,,,2213,+7.2,-3.4,SG,2012-13,ORL,63,26,16
28,4,174,19,7,,1,20,4,28,NBA,804,J.J. Redick,,78%,22%,,,2213,+3.4,+0.9,SG,2012-13,MIL,17,12,4
29,4,183,34,8,3,1,41,0,35,NBA,987,J.J. Redick,11%,88%,2%,,,2213,+2.6,+9.0,SG,2013-14,LAC,24,12,6
30,12,320,59,26,7,5,68,5,78,NBA,2409,J.J. Redick,1%,94%,5%,,,2213,+14.1,+12.8,SG,2014-15,LAC,47,28,20
31,14,249,67,21,5,3,63,4,75,NBA,2097,J.J. Redick,4%,96%,,,,2213,+14.7,+11.3,SG,2015-16,LAC,37,30,12
32,14,251,45,19,2,8,64,2,78,NBA,2198,J.J. Redick,14%,84%,2%,,,2213,+11.0,+8.9,SG,2016-17,LAC,47,32,19
33,13,497,61,30,3,9,56,5,70,NBA,2116,J.J. Redick,5%,75%,20%,1%,,2213,+6.0,+7.4,SG,2017-18,PHI,58,22,23
23,0,43,2,3,0,0,8,1,5,NBA,118,Xavier Rathan-Mayes,74%,26%,,,,2214,-19.1,-25.1,SG,2017-18,MEM,9,1,0
20,5,30,14,13,,5,9,,41,NBA,238,Zach Randolph,,,,40%,60%,2215,-7.3,-3.3,PF,2001-02,POR,5,3,7
21,16,87,73,68,,12,49,,77,NBA,1301,Zach Randolph,,,,64%,35%,2215,-10.5,-4.1,PF,2002-03,POR,14,21,27
22,46,360,184,121,,47,77,,81,NBA,3067,Zach Randolph,,,,73%,28%,2215,+1.2,-1.3,PF,2003-04,POR,68,93,86
23,18,197,98,58,,20,45,,46,NBA,1603,Zach Randolph,,,,78%,22%,2215,+1.3,-3.9,PF,2004-05,POR,41,33,38
24,39,341,146,92,,31,70,,74,NBA,2545,Zach Randolph,,,,86%,14%,2215,+1.5,-10.5,PF,2005-06,POR,49,54,62
25,52,348,201,109,,51,66,,68,NBA,2425,Zach Randolph,,,,85%,15%,2215,+3.0,-3.8,PF,2006-07,POR,61,59,95
26,41,315,132,78,,38,79,,69,NBA,2244,Zach Randolph,,,,40%,61%,2215,+0.6,-7.1,C,2007-08,NYK,71,50,65
27,28,243,122,55,,19,66,,50,NBA,1757,Zach Randolph,,,,56%,44%,2215,+1.3,-5.3,PF-C,2008-09,,40,34,40
27,9,38,37,17,,5,12,,11,NBA,388,Zach Randolph,,,,,100%,2215,-1.7,-4.3,C,2008-09,NYK,6,8,9
27,19,205,85,38,,14,54,,39,NBA,1369,Zach Randolph,,,,72%,28%,2215,+6.7,-5.6,PF,2008-09,LAC,34,26,31
28,64,341,207,121,,31,96,,81,NBA,3051,Zach Randolph,,,,87%,13%,2215,+4.9,-0.5,PF,2009-10,MEM,52,52,70
29,48,366,167,109,,29,68,,75,NBA,2724,Zach Randolph,,,,75%,25%,2215,+7.5,+4.9,PF,2010-11,MEM,52,45,54
30,10,114,40,22,,7,22,,28,NBA,735,Zach Randolph,,,,85%,15%,2215,+7.4,+8.0,PF,2011-12,MEM,18,8,14
31,32,242,125,98,,23,68,2,76,NBA,2607,Zach Randolph,,,,85%,15%,2215,+2.7,+5.7,PF,2012-13,MEM,45,53,52
32,32,446,140,115,2,36,69,5,79,NBA,2705,Zach Randolph,,,,90%,10%,2215,+3.4,+3.2,PF,2013-14,MEM,63,58,60
33,33,351,137,81,3,23,59,3,71,NBA,2304,Zach Randolph,,,,97%,4%,2215,+7.0,+6.4,PF,2014-15,MEM,67,47,43
34,9,338,81,72,0,10,56,3,68,NBA,2016,Zach Randolph,,,,63%,37%,2215,+2.2,-1.2,PF,2015-16,MEM,40,39,26
35,20,292,83,68,1,16,43,7,73,NBA,1786,Zach Randolph,,,1%,56%,43%,2215,-0.3,+0.5,PF,2016-17,MEM,34,39,27
36,21,291,56,40,0,12,47,1,59,NBA,1508,Zach Randolph,,,,83%,17%,2215,-7.6,-12.4,PF,2017-18,SAC,54,39,23
20,0,0,0,0,0,0,1,0,1,NBA,14,Julius Randle,,,,100%,,2216,-66.6,-73.5,PF,2014-15,LAL,1,0,0
21,33,359,127,81,7,27,97,5,81,NBA,2286,Julius Randle,,,2%,71%,27%,2216,-11.5,-15.1,PF,2015-16,LAL,41,60,47
22,34,664,127,74,8,34,103,4,74,NBA,2132,Julius Randle,,,,67%,33%,2216,-7.4,-10.6,PF,2016-17,LAL,63,52,59
23,56,519,207,104,4,57,94,5,82,NBA,2190,Julius Randle,,,,51%,49%,2216,+0.4,-1.4,C,2017-18,LAL,62,67,84
23,6,78,21,9,1,3,17,1,26,NBA,299,Chasson Randle,100%,,,,,2217,+3.0,-2.0,PG,2016-17,,12,5,2
23,2,13,5,2,0,0,5,0,8,NBA,74,Chasson Randle,100%,,,,,2217,+0.6,-5.4,PG,2016-17,PHI,3,0,0
23,4,65,16,7,1,3,12,1,18,NBA,225,Chasson Randle,100%,,,,,2217,+3.2,-0.9,PG,2016-17,NYK,9,5,2
20,4,71,16,12,0,3,42,0,36,NBA,516,Ivan Rabb,,,7%,64%,29%,2218,-4.0,-10.0,PF,2017-18,MEM,18,13,4
29,3,128,8,5,,1,19,,28,NBA,357,Walker Russell,100%,,,,,2220,-6.1,-11.0,PG,2011-12,DET,20,6,7
30,13,342,85,44,,16,100,,78,NBA,2473,Bryon Russell,,36%,64%,,,2226,+2.1,+5.8,SF,2000-01,UTA,65,23,25
31,7,288,34,31,,19,75,,66,NBA,1998,Bryon Russell,,73%,27%,,,2226,+6.9,+4.7,SG,2001-02,UTA,65,20,25
32,6,157,29,4,,3,58,,70,NBA,1388,Bryon Russell,,,76%,22%,1%,2226,-3.9,-3.6,SF,2002-03,WAS,39,11,5
33,1,155,16,5,,2,48,,72,NBA,945,Bryon Russell,,3%,92%,6%,,2226,-3.4,+1.4,SF,2003-04,LAL,23,11,3
34,3,161,26,11,,0,73,,70,NBA,1026,Bryon Russell,,23%,66%,11%,,2226,-3.5,-0.5,SF,2004-05,DEN,22,10,0
35,0,2,0,0,,0,0,,1,NBA,3,Bryon Russell,,,,100%,,2226,+59.8,+60.0,SF,2005-06,DEN,0,0,0
22,3,148,8,10,,7,35,,76,NBA,872,Kareem Rush,36%,57%,6%,,,2228,-8.3,-4.1,PG,2002-03,LAL,38,10,15
23,4,129,19,14,,6,60,,72,NBA,1244,Kareem Rush,1%,73%,26%,,,2228,-6.7,-0.7,SG,2003-04,LAL,31,10,7
24,4,143,20,14,,6,39,,48,NBA,968,Kareem Rush,3%,83%,14%,,,2228,-3.4,-7.9,SG,2004-05,,19,13,15
24,0,8,0,1,,1,6,,14,NBA,91,Kareem Rush,,75%,25%,,,2228,-11.7,-14.9,SG,2004-05,LAL,1,1,1
24,4,135,20,13,,5,33,,34,NBA,877,Kareem Rush,3%,84%,13%,,,2228,-1.1,-7.2,SG,2004-05,CHA,18,12,14
25,6,114,26,9,,11,30,,47,NBA,1111,Kareem Rush,,63%,36%,1%,,2228,-5.4,-8.2,SG,2005-06,CHA,20,21,24
27,4,214,15,20,,8,61,,71,NBA,1504,Kareem Rush,,82%,17%,1%,,2228,-2.8,-3.3,SG,2007-08,IND,26,18,18
28,0,39,0,0,,0,6,,25,NBA,199,Kareem Rush,,40%,60%,,,2228,-5.1,-4.9,SG,2008-09,PHI,8,2,0
29,0,8,1,1,,0,5,,7,NBA,58,Kareem Rush,,100%,,,,2228,+0.7,-6.3,SG,2009-10,LAC,2,1,0
24,3,88,29,12,,9,63,,45,NBA,879,Michael Ruffin,,,5%,94%,1%,2236,+3.5,-7.6,PF,2000-01,CHI,20,14,12
25,0,11,4,4,,2,10,,15,NBA,169,Michael Ruffin,,,,73%,27%,2236,-12.9,-10.4,PF,2001-02,PHI,3,4,4
27,2,86,17,27,,9,56,,41,NBA,733,Michael Ruffin,,,,89%,11%,2236,-2.7,-3.8,PF,2003-04,UTA,15,13,14
28,3,149,24,14,,7,112,,79,NBA,1262,Michael Ruffin,,,,36%,64%,2236,-0.9,-0.9,C,2004-05,WAS,17,13,14
29,4,60,26,10,,11,92,,76,NBA,1010,Michael Ruffin,,,,46%,54%,2236,-3.6,-0.7,C,2005-06,WAS,12,11,15
30,1,13,6,1,,1,27,,30,NBA,271,Michael Ruffin,,,7%,54%,39%,2236,-13.8,-13.7,PF,2006-07,WAS,4,3,5
31,1,53,25,4,,3,62,,46,NBA,632,Michael Ruffin,,,,33%,67%,2236,+6.6,-2.0,C,2007-08,MIL,6,6,7
32,0,0,1,2,,0,4,,11,NBA,35,Michael Ruffin,,,33%,66%,1%,2236,-8.3,-1.9,PF,2008-09,POR,1,1,0
25,0,2,0,0,,0,1,,3,NBA,4,Guy Rucker,,,,100%,,2240,-49.0,-50.0,PF,2002-03,GSW,0,0,0
22,23,530,93,30,,13,61,,57,NBA,2015,Brandon Roy,2%,90%,8%,,,2245,-0.9,-5.4,SG,2006-07,POR,31,45,40
23,42,985,159,51,,17,70,,74,NBA,2792,Brandon Roy,,85%,14%,,,2245,+6.5,+0.7,SG,2007-08,POR,52,47,37
24,37,940,212,51,,16,42,,78,NBA,2903,Brandon Roy,,65%,35%,,,2245,+9.2,+8.7,SG,2008-09,POR,66,56,30
25,39,706,184,45,,14,57,,65,NBA,2419,Brandon Roy,,55%,44%,1%,,2245,+3.3,+5.2,SG,2009-10,POR,53,40,36
26,10,310,49,25,,5,26,,47,NBA,1310,Brandon Roy,,37%,62%,2%,,2245,+1.7,+2.7,SG,2010-11,POR,24,20,11
28,0,54,3,1,,0,2,0,5,NBA,122,Brandon Roy,,100%,,,,2245,+5.5,+3.1,SG,2012-13,MIN,4,3,0
23,12,228,54,35,,7,71,,78,NBA,1659,Quinton Ross,,84%,17%,,,2258,-6.7,-4.8,SG,2004-05,LAC,28,16,10
24,9,171,35,30,,7,66,,67,NBA,1515,Quinton Ross,,92%,8%,,,2258,+6.0,+5.5,SF,2005-06,LAC,22,11,14
25,9,189,37,24,,9,82,,81,NBA,1700,Quinton Ross,,39%,60%,1%,,2258,-1.4,-1.3,SG,2006-07,LAC,12,9,12
26,8,188,28,23,,2,68,,76,NBA,1505,Quinton Ross,,55%,45%,1%,,2258,-2.3,-9.7,SG,2007-08,LAC,16,5,8
27,1,108,16,16,,5,56,,68,NBA,1164,Quinton Ross,,26%,71%,3%,,2258,+4.7,-2.5,SF,2008-09,MEM,15,11,10
28,4,25,7,7,,1,32,,52,NBA,562,Quinton Ross,,51%,47%,1%,,2258,-3.6,-4.7,SF-SG,2009-10,,1,5,5
28,2,15,5,3,,0,18,,27,NBA,301,Quinton Ross,,15%,82%,2%,,2258,-7.6,-4.1,SF,2009-10,DAL,0,1,0
28,2,10,2,4,,1,14,,25,NBA,261,Quinton Ross,1%,93%,6%,,,2258,+0.2,-5.3,SG,2009-10,WAS,1,4,3
29,2,23,5,2,,1,22,,36,NBA,353,Quinton Ross,,26%,73%,1%,,2258,+14.6,+6.1,SF,2010-11,NJN,4,1,2
26,5,106,59,47,,17,63,,57,NBA,1219,Malik Rose,,,19%,79%,3%,2263,-0.9,+8.3,PF,2000-01,SAS,26,13,35
27,19,140,107,62,,21,81,,82,NBA,1725,Malik Rose,,,5%,95%,1%,2263,+2.1,+8.3,PF,2001-02,SAS,57,34,49
28,17,273,115,87,,24,84,,79,NBA,1933,Malik Rose,,,,96%,4%,2263,0.0,+6.1,PF,2002-03,SAS,66,53,51
29,9,154,77,40,,26,68,,67,NBA,1256,Malik Rose,,,,100%,,2263,-4.9,+4.8,PF,2003-04,SAS,42,31,39
30,10,131,75,37,,23,79,,76,NBA,1475,Malik Rose,,,7%,88%,5%,2263,-3.6,0.0,PF,2004-05,,34,24,44
30,5,89,37,26,,11,46,,50,NBA,862,Malik Rose,,,,99%,2%,2263,-9.4,+1.7,PF,2004-05,SAS,20,13,23
30,5,42,38,11,,12,33,,26,NBA,613,Malik Rose,,,17%,74%,9%,2263,+0.6,-2.3,PF,2004-05,NYK,14,11,21
31,8,146,54,35,,13,58,,72,NBA,1119,Malik Rose,,,19%,79%,2%,2263,-7.1,-12.1,PF,2005-06,NYK,34,16,30
32,3,140,20,15,,15,53,,65,NBA,810,Malik Rose,,,24%,71%,5%,2263,-5.1,-7.5,PF,2006-07,NYK,21,14,30
33,7,62,26,15,,5,51,,49,NBA,494,Malik Rose,,,1%,80%,19%,2263,+2.4,-5.2,PF,2007-08,NYK,10,14,16
34,3,80,25,12,,8,39,,38,NBA,470,Malik Rose,,2%,32%,55%,11%,2263,+3.0,-1.9,SF-PF,2008-09,,18,5,13
