age,ast,blk,drb,efg_pct,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,gs,lg_id,mp,name,orb,pf,pid,pos,pts,ring,season,stl,team_id,tov,trb
42,0,2,8,,0,0,,0,0,,0,,0,0,.000,2,2,0,NBA,20,Dikembe Mutombo,1,5,1830,C,0,False,2008-09,1,HOU,0,9
21,0,1,2,.800,4,4,.800,5,0,,0,.800,5,4,.800,5,3,0,NBA,22,Jerrod Mustaf,3,2,1831,PF,12,False,1990-91,0,NYK,1,5
23,0,1,2,.600,3,3,.600,5,0,,0,.600,5,0,,0,7,0,NBA,10,Jerrod Mustaf,0,0,1831,PF,6,False,1992-93,0,PHO,0,2
28,5,,,,48,,,,,,,.300,160,21,.724,29,10,,BAA,,Angelo Musi,,27,1832,,117,True,1946-47,,PHW,,
29,11,,,,26,,,,,,,.202,129,21,.750,28,13,,BAA,,Angelo Musi,,30,1832,,73,False,1947-48,,PHW,,
30,0,,,,3,,,,,,,.176,17,2,1.000,2,2,,BAA,,Angelo Musi,,1,1832,,8,False,1948-49,,PHW,,
27,1,,,,13,,,,,,,.481,27,7,.636,11,16,,NBA,92,Dorie Murrey,,6,1834,PF,33,False,1970-71,,BAL,,33
28,0,,,,0,,,,,,,,0,0,,0,1,,NBA,1,Dorie Murrey,,0,1834,PF,0,False,1971-72,,BAL,,0
26,7,,,.511,45,45,.517,87,0,.000,1,.511,88,22,.846,26,5,,ABA,198,Willie Murrell,,24,1835,SF,112,False,1967-68,,DNR,8,47
27,21,,,.461,82,81,.463,175,1,.250,4,.458,179,32,.842,38,12,,ABA,456,Willie Murrell,,38,1835,SF,197,False,1968-69,,MMF,19,101
28,1,,,.273,3,3,.300,10,0,.000,1,.273,11,2,.400,5,7,,ABA,35,Willie Murrell,,11,1835,SF,8,False,1969-70,,KEN,6,11
22,1,0,0,.500,3,3,.600,5,0,.000,1,.500,6,0,,0,2,0,NBA,11,Tracy Murray,3,3,1836,SF,6,False,1993-94,1,POR,0,3
25,2,2,6,.650,17,12,.600,20,5,.500,10,.567,30,16,.941,17,3,0,NBA,87,Tracy Murray,3,10,1836,SF,55,False,1996-97,4,WSB,0,9
29,0,0,0,.333,1,1,1.000,1,0,.000,2,.333,3,0,,0,2,0,NBA,5,Tracy Murray,0,1,1836,SF,2,False,2000-01,1,TOR,2,0
25,5,2,4,.211,4,4,.235,17,0,.000,2,.211,19,4,.571,7,4,0,NBA,62,Ronald Murray,2,8,1837,SG,12,False,2004-05,0,SEA,2,6
26,21,2,31,.353,37,32,.364,88,5,.208,24,.330,112,26,.813,32,13,5,NBA,399,Ronald Murray,11,27,1837,SG,105,False,2005-06,9,CLE,9,42
27,14,1,7,.355,11,11,.379,29,0,.000,2,.355,31,8,.727,11,12,0,NBA,136,Ronald Murray,2,12,1837,SG,30,False,2006-07,4,DET,8,9
29,28,3,24,.398,42,28,.384,73,14,.280,50,.341,123,32,.865,37,11,0,NBA,341,Ronald Murray,6,17,1837,SG,130,False,2008-09,12,ATL,14,30
30,10,0,9,.459,15,11,.440,25,4,.333,12,.405,37,8,1.000,8,5,0,NBA,97,Ronald Murray,4,3,1837,SG,42,False,2009-10,2,CHI,1,13
23,3,3,9,.350,6,4,.333,12,2,.250,8,.300,20,7,1.000,7,3,0,NBA,65,Lamond Murray,2,7,1838,SF,21,False,1996-97,2,LAC,4,11
32,2,0,29,.500,21,9,.450,20,12,.353,34,.389,54,9,.818,11,11,0,NBA,197,Lamond Murray,9,25,1838,SF,63,False,2005-06,3,NJN,3,38
22,10,,,,11,,,,,,,.229,48,4,.800,5,3,,NBA,,Ken Murray,,7,1839,SG,26,False,1950-51,,FTW,,14
25,0,,,,6,,,,,,,.600,10,2,1.000,2,3,,NBA,15,Ken Murray,,6,1839,SG,14,False,1953-54,,FTW,,0
30,0,0,0,,0,0,,0,0,,0,,0,0,,0,1,0,NBA,3,Troy Murphy,1,0,1840,PF,0,False,2010-11,0,BOS,0,1
31,0,0,3,1.500,1,0,,0,1,1.000,1,1.000,1,0,,0,4,0,NBA,15,Troy Murphy,0,0,1840,PF,3,False,2011-12,0,LAL,2,3
26,45,1,10,.462,72,72,.462,156,,,,.462,156,51,.895,57,8,,NBA,305,Calvin Murphy,9,36,1848,PG,195,False,1974-75,14,HOU,,19
28,75,2,12,.479,102,102,.479,213,,,,.479,213,28,.933,30,12,,NBA,420,Calvin Murphy,7,47,1848,PG,232,False,1976-77,19,HOU,,19
30,6,1,1,.290,9,9,.290,31,,,,.290,31,8,.889,9,2,,NBA,73,Calvin Murphy,2,9,1848,PG,26,False,1978-79,8,HOU,2,3
31,26,0,6,.546,58,56,.538,104,2,.500,4,.537,108,13,1.000,13,7,,NBA,265,Calvin Murphy,4,29,1848,SG,131,False,1979-80,11,HOU,16,10
32,57,0,17,.498,142,140,.500,280,2,.286,7,.495,287,58,.967,60,19,,NBA,540,Calvin Murphy,7,69,1848,PG,344,False,1980-81,26,HOU,42,24
33,4,0,1,.227,5,5,.263,19,0,.000,3,.227,22,7,.875,8,3,,NBA,57,Calvin Murphy,2,7,1848,PG,17,False,1981-82,1,HOU,4,3
25,0,4,16,.444,4,4,.444,9,0,,0,.444,9,7,.875,8,3,3,NBA,70,Gheorghe Muresan,2,6,1850,C,15,False,1996-97,0,WSB,11,18
23,1,1,3,.600,3,3,.750,4,0,.000,1,.600,5,2,1.000,2,3,0,NBA,11,Eric Murdock,0,1,1851,PG,8,False,1991-92,1,UTA,3,3
29,15,0,17,.375,11,9,.391,23,2,.222,9,.344,32,23,.821,28,5,0,NBA,125,Eric Murdock,3,11,1851,PG,47,False,1997-98,7,MIA,4,20
25,0,,,,15,,,,,,,.484,31,4,.571,7,3,,BAA,,George Munroe,,8,1852,,34,False,1946-47,,STB,,
26,1,,,,1,,,,,,,.200,5,2,1.000,2,3,,BAA,,George Munroe,,2,1852,,4,False,1947-48,,BOS,,
22,1,,,,4,,,,,,,.500,8,0,,0,2,,NBA,11,Jeff Mullins,,0,1855,SG,8,False,1964-65,,STL,,6
23,0,,,,1,,,,,,,.111,9,1,.500,2,4,,NBA,13,Jeff Mullins,,5,1855,SG,3,False,1965-66,,STL,,4
24,58,,,,109,,,,,,,.450,242,47,.797,59,15,,NBA,498,Jeff Mullins,,53,1855,SG,265,False,1966-67,,SFW,,91
25,49,,,,110,,,,,,,.521,211,31,.721,43,10,,NBA,390,Jeff Mullins,,36,1855,SG,251,False,1967-68,,SFW,,44
26,23,,,,39,,,,,,,.406,96,8,.727,11,6,,NBA,180,Jeff Mullins,,16,1855,SG,86,False,1968-69,,SFW,,18
28,24,,,,30,,,,,,,.353,85,22,.880,25,5,,NBA,205,Jeff Mullins,,13,1855,SG,82,False,1970-71,,SFW,,32
29,29,,,,31,,,,,,,.431,72,12,.923,13,5,,NBA,203,Jeff Mullins,,11,1855,SG,74,False,1971-72,,GSW,,24
30,43,,,,72,,,,,,,.429,168,21,.724,29,11,,NBA,409,Jeff Mullins,,32,1855,SG,165,False,1972-73,,GSW,,46
32,29,1,19,,60,,,,,,,.488,123,18,.581,31,17,,NBA,313,Jeff Mullins,16,43,1855,SG,138,True,1974-75,10,GSW,,35
33,3,1,1,,6,,,,,,,.375,16,0,,0,8,,NBA,33,Jeff Mullins,3,8,1855,SG,12,False,1975-76,2,GSW,,4
23,23,2,13,.515,49,46,.489,94,3,.750,4,.500,98,12,.750,16,10,10,NBA,262,Chris Mullin,2,31,1856,SG,113,False,1986-87,9,GSW,16,15
25,36,11,36,.543,88,87,.561,155,1,.125,8,.540,163,58,.866,67,8,8,NBA,341,Chris Mullin,11,19,1856,SF,235,False,1988-89,14,GSW,32,47
27,23,12,49,.561,69,60,.508,118,9,.692,13,.527,131,43,.860,50,8,8,NBA,366,Chris Mullin,9,23,1856,SF,190,False,1990-91,15,GSW,25,58
28,12,2,9,.460,27,23,.451,51,4,.333,12,.429,63,13,.929,14,4,4,NBA,168,Chris Mullin,3,8,1856,SF,71,False,1991-92,5,GSW,8,12
30,11,5,10,.647,30,24,.615,39,6,.500,12,.588,51,10,.909,11,3,3,NBA,135,Chris Mullin,4,4,1856,SF,76,False,1993-94,0,GSW,7,14
34,23,9,44,.549,52,32,.525,61,20,.385,52,.460,113,18,.857,21,16,16,NBA,412,Chris Mullin,13,32,1856,SF,142,False,1997-98,15,IND,24,57
35,15,3,18,.520,41,19,.422,45,22,.400,55,.410,100,20,.870,23,13,13,NBA,283,Chris Mullin,2,21,1856,SF,124,False,1998-99,10,IND,20,20
36,5,1,12,.524,10,8,.615,13,2,.250,8,.476,21,9,.818,11,9,1,NBA,90,Chris Mullin,2,7,1856,SG,31,False,1999-00,6,IND,4,14
20,0,0,0,.000,0,0,.000,2,0,,0,.000,2,1,.500,2,1,0,NBA,4,Byron Mullens,0,0,1857,PF,1,False,2009-10,0,OKC,0,0
22,9,,,.308,8,8,.308,26,,,,.308,26,10,.714,14,3,,NBA,84,Erwin Mueller,,7,1860,C,26,False,1966-67,,CHI,,14
23,18,,,.339,20,20,.339,59,,,,.339,59,5,.357,14,14,,NBA,250,Erwin Mueller,,32,1860,C,45,False,1967-68,,LAL,,54
28,15,,12,.306,5,4,.235,17,1,1.000,1,.278,18,6,.857,7,5,,ABA,112,Erwin Mueller,7,10,1860,PF,17,False,1972-73,,VIR,11,19
22,13,31,61,.480,71,71,.486,146,0,.000,2,.480,148,72,.774,93,9,9,NBA,367,Alonzo Mourning,28,37,1862,C,214,False,1992-93,6,CHH,37,89
24,11,13,39,.456,24,20,.408,49,4,.500,8,.421,57,36,.837,43,4,4,NBA,174,Alonzo Mourning,14,17,1862,C,88,False,1994-95,3,CHH,14,53
25,4,3,15,.486,17,17,.486,35,0,,0,.486,35,20,.714,28,3,3,NBA,92,Alonzo Mourning,3,13,1862,C,54,False,1995-96,2,MIA,16,18
26,18,46,129,.498,107,104,.495,210,3,.375,8,.491,218,86,.555,155,17,17,NBA,630,Alonzo Mourning,44,73,1862,C,303,False,1996-97,11,MIA,70,173
27,5,10,24,.518,29,29,.518,56,0,,0,.518,56,19,.655,29,4,4,NBA,138,Alonzo Mourning,10,18,1862,C,77,False,1997-98,3,MIA,8,34
28,4,14,34,.521,38,38,.521,73,0,,0,.521,73,32,.653,49,5,5,NBA,194,Alonzo Mourning,7,19,1862,C,108,False,1998-99,8,MIA,12,41
29,14,33,69,.484,76,76,.487,156,0,.000,1,.484,157,64,.667,96,10,10,NBA,376,Alonzo Mourning,31,40,1862,C,216,False,1999-00,2,MIA,24,100
30,3,5,13,.480,12,12,.480,25,0,,0,.480,25,11,.579,19,3,3,NBA,91,Alonzo Mourning,3,9,1862,C,35,False,2000-01,0,MIA,5,16
34,5,33,51,.705,31,31,.705,44,0,,0,.705,44,29,.558,52,15,2,NBA,254,Alonzo Mourning,21,49,1862,C,91,False,2004-05,5,MIA,22,72
35,3,24,44,.703,26,26,.703,37,0,,0,.703,37,28,.667,42,21,0,NBA,226,Alonzo Mourning,17,49,1862,C,80,True,2005-06,5,MIA,17,61
36,1,3,7,.909,10,10,.909,11,0,,0,.909,11,5,.385,13,4,0,NBA,55,Alonzo Mourning,1,6,1862,C,25,False,2006-07,0,MIA,1,8
24,9,,5,.377,25,20,.357,56,5,.294,17,.342,73,5,.714,7,10,,ABA,129,Rick Mount,5,15,1863,SG,60,False,1970-71,,INA,6,10
25,31,,,.404,68,60,.405,148,8,.267,30,.382,178,33,.846,39,20,,ABA,387,Rick Mount,,49,1863,SG,177,True,1971-72,,INA,23,23
26,49,,26,.423,119,109,.402,271,10,.455,22,.406,293,73,.839,87,19,,ABA,676,Rick Mount,21,48,1863,SG,321,False,1972-73,,KEN,42,47
27,17,6,17,.474,78,73,.474,154,5,.313,16,.459,170,9,.900,10,16,,ABA,306,Rick Mount,7,18,1863,SG,170,False,1973-74,9,UTS,10,24
27,2,1,3,.250,2,2,.286,7,0,.000,1,.250,8,1,1.000,1,7,0,NBA,28,Perry Moss,0,6,1867,PG,5,False,1985-86,0,PHI,4,3
28,5,0,3,.607,8,7,.538,13,1,1.000,1,.571,14,8,.889,9,8,0,NBA,45,Perry Moss,2,5,1867,PG,25,False,1986-87,6,GSW,3,5
23,1,1,1,,2,,,,,,,.667,3,1,.333,3,3,,NBA,6,Glenn Mosley,0,0,1868,PF,5,False,1978-79,0,SAS,0,1
22,0,0,0,.400,2,2,.400,5,0,,0,.400,5,2,1.000,2,2,0,NBA,9,John Morton,0,1,1870,SG,6,False,1989-90,0,CLE,1,0
24,0,0,0,,0,0,,0,0,,0,,0,2,1.000,2,1,0,NBA,2,John Morton,0,0,1870,SF,2,False,1991-92,0,MIA,1,0
22,1,,,,3,,,,,,,.375,8,1,.333,3,7,,NBA,42,Red Morrison,,22,1872,C,7,False,1954-55,,BOS,,14
23,0,,,,2,,,,,,,.286,7,0,.000,4,3,,NBA,23,Red Morrison,,5,1872,C,4,False,1955-56,,BOS,,11
25,1,0,3,.444,4,4,.571,7,0,.000,2,.444,9,0,,0,2,0,NBA,13,Adam Morrison,2,2,1875,SF,8,True,2009-10,0,LAL,0,5
23,0,0,1,.000,0,0,.000,1,0,,0,.000,1,0,,0,3,0,NBA,8,Randolph Morris,1,2,1877,C,0,False,2008-09,1,ATL,1,2
24,0,0,1,.500,1,1,.500,2,0,,0,.500,2,1,1.000,1,3,0,NBA,10,Randolph Morris,1,3,1877,PF,3,False,2009-10,0,ATL,0,2
24,14,,,,14,,,,,,,.350,40,15,.577,26,3,,NBA,,Max Morris,,8,1878,,43,False,1949-50,,SHE,,
21,3,0,0,1.167,3,2,1.000,2,1,1.000,1,1.000,3,3,.750,4,4,0,NBA,8,Darius Morris,0,1,1880,PG,10,False,2011-12,0,LAL,1,0
22,12,0,4,.500,16,13,.500,26,3,.333,9,.457,35,7,.778,9,4,2,NBA,105,Darius Morris,1,6,1880,PG,42,False,2012-13,2,LAL,6,5
24,0,0,0,.000,0,0,.000,1,0,,0,.000,1,0,,0,1,0,NBA,5,Darius Morris,0,0,1880,PG,0,False,2014-15,0,BRK,0,0
26,5,7,9,.586,32,28,.583,48,4,.400,10,.552,58,7,.778,9,4,4,NBA,135,Chris Morris,11,11,1881,SF,75,False,1991-92,7,NJN,8,20
27,7,6,19,.607,34,28,.622,45,6,.375,16,.557,61,11,.917,12,5,4,NBA,163,Chris Morris,13,8,1881,SF,85,False,1992-93,8,NJN,3,32
28,7,5,11,.314,12,9,.391,23,3,.150,20,.279,43,10,1.000,10,4,3,NBA,98,Chris Morris,11,14,1881,SF,37,False,1993-94,5,NJN,6,22
30,19,8,46,.472,45,35,.507,69,10,.270,37,.425,106,12,.750,16,18,13,NBA,321,Chris Morris,24,25,1881,SG,112,False,1995-96,13,UTA,14,70
31,5,3,27,.480,20,12,.480,25,8,.320,25,.400,50,9,.600,15,20,0,NBA,175,Chris Morris,5,18,1881,SF,57,False,1996-97,8,UTA,6,32
32,10,3,39,.457,28,21,.457,46,7,.304,23,.406,69,14,.700,20,17,0,NBA,240,Chris Morris,8,38,1881,SF,77,False,1997-98,5,UTA,8,47
33,0,0,1,1.250,2,1,1.000,1,1,1.000,1,1.000,2,0,.000,2,1,0,NBA,10,Chris Morris,0,1,1881,SF,5,False,1998-99,0,PHO,0,1
23,0,,,,1,,,,,,,.143,7,1,.333,3,4,,NBA,10,Rex Morgan,,6,1884,SG,3,False,1971-72,,BOS,,5
22,3,,,.452,14,14,.452,31,,,,.452,31,4,.800,5,3,,NBA,45,Jackie Moreland,,10,1886,PF,32,False,1960-61,,DET,,18
23,7,,,.515,17,17,.515,33,,,,.515,33,4,.571,7,7,,NBA,96,Jackie Moreland,,22,1886,PF,38,False,1961-62,,DET,,24
24,6,,,.500,13,13,.500,26,,,,.500,26,7,.700,10,4,,NBA,82,Jackie Moreland,,18,1886,PF,33,False,1962-63,,DET,,20
29,43,,,.435,84,84,.440,191,0,.000,2,.435,193,40,.678,59,17,,ABA,487,Jackie Moreland,,74,1886,PF,208,False,1967-68,,NOB,27,114
30,27,,,.396,59,59,.396,149,0,,0,.396,149,21,.636,33,11,,ABA,342,Jackie Moreland,,49,1886,PF,139,False,1968-69,,NOB,19,79
24,3,0,5,.417,5,5,.417,12,0,,0,.417,12,8,1.000,8,3,0,NBA,42,Mikki Moore,7,9,1891,C,18,False,1999-00,1,DET,4,12
31,14,7,44,.560,56,56,.560,100,0,,0,.560,100,23,.793,29,12,12,NBA,399,Mikki Moore,23,47,1891,C,135,False,2006-07,10,NJN,20,67
33,4,5,9,.500,5,5,.500,10,0,,0,.500,10,5,.833,6,10,0,NBA,66,Mikki Moore,6,11,1891,C,15,False,2008-09,2,BOS,1,15
22,27,1,5,.486,18,18,.529,34,0,.000,3,.486,37,6,.750,8,7,,NBA,124,Johnny Moore,8,14,1894,PG,42,False,1980-81,10,SAS,8,13
23,93,6,22,.476,39,39,.494,79,0,.000,3,.476,82,16,.593,27,9,,NBA,292,Johnny Moore,9,38,1894,PG,94,False,1981-82,15,SAS,15,31
24,161,3,39,.556,105,96,.533,180,9,.529,17,.533,197,28,.800,35,11,,NBA,414,Johnny Moore,8,41,1894,PG,247,False,1982-83,28,SAS,28,47
26,42,2,17,.472,25,24,.471,51,1,.333,3,.463,54,15,.652,23,5,5,NBA,168,Johnny Moore,13,17,1894,PG,66,False,1984-85,10,SAS,16,30
31,21,1,8,.250,6,6,.333,18,0,.000,6,.250,24,4,.500,8,9,0,NBA,86,Johnny Moore,3,11,1894,PG,16,False,1989-90,7,SAS,7,11
23,2,,,,8,,,,,,,.400,20,2,.333,6,8,,NBA,52,Jackie Moore,,14,1895,SF,18,True,1955-56,,PHW,,17
24,0,,,,0,,,,,,,,0,0,,0,1,,NBA,1,Jackie Moore,,0,1895,SF,0,False,1956-57,,PHW,,0
23,15,,,.440,44,44,.440,100,0,,0,.440,100,26,.765,34,7,,ABA,204,Gene Moore,,37,1896,C,114,False,1968-69,,KEN,21,101
24,26,,,.480,97,97,.483,201,0,.000,1,.480,202,35,.714,49,12,,ABA,369,Gene Moore,,61,1896,C,229,False,1969-70,,KEN,45,150
25,5,,30,.473,26,26,.473,55,0,,0,.473,55,10,.769,13,4,,ABA,137,Gene Moore,17,14,1896,C,62,False,1970-71,,TEX,8,47
26,2,,,.444,16,16,.444,36,0,,0,.444,36,7,.875,8,18,,ABA,111,Gene Moore,,21,1896,C,39,False,1971-72,,NYA,10,29
27,4,,17,.273,12,12,.273,44,0,,0,.273,44,9,.563,16,4,,ABA,107,Gene Moore,21,18,1896,C,33,False,1972-73,,SDA,8,38
29,0,0,1,.333,1,1,.333,3,0,,0,.333,3,0,,0,2,,ABA,5,Gene Moore,0,2,1896,C,2,False,1974-75,0,SSL,0,1
27,4,3,17,.448,11,7,.389,18,4,.364,11,.379,29,1,1.000,1,5,3,NBA,104,Jamario Moon,7,6,1899,SF,27,False,2007-08,6,TOR,2,24
28,1,1,6,1.200,5,3,1.000,3,2,1.000,2,1.000,5,0,.000,2,3,0,NBA,40,Jamario Moon,3,5,1899,SF,12,False,2008-09,1,MIA,2,9
29,5,5,14,.750,14,6,.750,8,8,.500,16,.583,24,2,.667,3,11,0,NBA,113,Jamario Moon,2,8,1899,SF,38,False,2009-10,4,CLE,0,16
23,0,0,2,.455,5,5,.455,11,0,,0,.455,11,3,.500,6,4,4,NBA,62,Eric Montross,7,13,1900,C,13,False,1994-95,0,BOS,8,9
27,0,2,10,.500,3,3,.500,6,0,,0,.500,6,1,.500,2,5,0,NBA,70,Eric Montross,3,15,1900,C,7,False,1998-99,0,DET,0,13
28,0,0,2,,0,0,,0,0,,0,,0,0,,0,2,0,NBA,5,Eric Montross,0,2,1900,C,0,False,1999-00,0,DET,0,2
29,1,3,5,.400,2,2,.400,5,0,,0,.400,5,0,,0,5,0,NBA,31,Eric Montross,5,6,1900,C,4,False,2000-01,0,TOR,2,10
24,16,,,.386,44,44,.386,114,,,,.386,114,25,.806,31,4,,NBA,171,Earl Monroe,,10,1903,SG,113,False,1968-69,,BAL,,21
25,28,,,.481,74,74,.481,154,,,,.481,154,48,.800,60,7,,NBA,299,Earl Monroe,,23,1903,PG,196,False,1969-70,,BAL,,23
26,74,,,.407,145,145,.407,356,,,,.407,356,107,.793,135,18,,NBA,671,Earl Monroe,,56,1903,PG,397,False,1970-71,,BAL,,64
27,47,,,.411,76,76,.411,185,,,,.411,185,45,.789,57,16,,NBA,429,Earl Monroe,,41,1903,SG,197,False,1971-72,,NYK,,45
28,51,,,.526,111,111,.526,211,,,,.526,211,36,.750,48,16,,NBA,504,Earl Monroe,,39,1903,SG,258,True,1972-73,,NYK,,51
29,25,9,40,.491,81,81,.491,165,,,,.491,165,47,.855,55,12,,NBA,407,Earl Monroe,8,26,1903,SG,209,False,1973-74,8,NYK,,48
30,6,2,8,.267,12,12,.267,45,,,,.267,45,18,.818,22,3,,NBA,89,Earl Monroe,1,6,1903,SG,42,False,1974-75,4,NYK,,9
33,17,0,4,.387,24,24,.387,62,,,,.387,62,11,.611,18,6,,NBA,145,Earl Monroe,1,15,1903,SG,59,False,1977-78,6,NYK,6,5
20,51,1,12,.457,48,48,.457,105,,,,.457,105,17,.810,21,9,,NBA,273,Eric Money,10,36,1905,PG,113,False,1975-76,14,DET,,22
21,20,0,7,.500,22,22,.500,44,,,,.500,44,11,.846,13,3,,NBA,103,Eric Money,2,9,1905,PG,55,False,1976-77,6,DET,,9
23,22,0,5,.426,26,26,.426,61,,,,.426,61,2,.500,4,8,,NBA,129,Eric Money,6,17,1905,PG,54,False,1978-79,3,PHI,22,11
23,1,,,.000,0,0,.000,2,,,,.000,2,0,,0,1,,NBA,10,Wayne Molis,,1,1906,C,0,False,1966-67,,NYK,,1
22,11,1,14,.588,30,30,.588,51,0,,0,.588,51,27,.871,31,7,,NBA,182,Sidney Moncrief,17,14,1907,SG,87,False,1979-80,5,MIL,14,31
23,20,3,28,.435,30,30,.435,69,0,,0,.435,69,38,.745,51,7,,NBA,277,Sidney Moncrief,19,24,1907,SG,98,False,1980-81,12,MIL,20,47
24,24,2,15,.419,31,31,.425,73,0,.000,1,.419,74,30,.789,38,6,,NBA,252,Sidney Moncrief,15,22,1907,SG,92,False,1981-82,9,MIL,12,30
25,33,3,32,.437,62,62,.440,141,0,.000,1,.437,142,46,.754,61,9,,NBA,377,Sidney Moncrief,28,25,1907,SG,170,False,1982-83,18,MIL,27,60
26,68,9,67,.521,99,98,.524,187,1,.250,4,.518,191,106,.791,134,16,,NBA,618,Sidney Moncrief,44,54,1907,SG,305,False,1983-84,28,MIL,61,111
27,40,4,24,.576,55,51,.573,89,4,.400,10,.556,99,70,.933,75,8,7,NBA,319,Sidney Moncrief,10,26,1907,PG,184,False,1984-85,5,MIL,20,34
28,44,5,26,.443,52,48,.444,108,4,.286,14,.426,122,44,.698,63,9,9,NBA,327,Sidney Moncrief,15,30,1907,PG,152,False,1985-86,5,MIL,21,41
29,36,6,33,.485,78,74,.490,151,4,.286,14,.473,165,73,.811,90,12,10,NBA,426,Sidney Moncrief,21,43,1907,SG,233,False,1986-87,13,MIL,24,54
30,26,1,13,.490,24,23,.469,49,1,1.000,1,.480,50,26,.963,27,5,5,NBA,173,Sidney Moncrief,6,14,1907,SG,75,False,1987-88,3,MIL,11,19
31,13,2,18,.417,19,17,.415,41,2,.286,7,.396,48,15,.938,16,9,9,NBA,184,Sidney Moncrief,8,17,1907,PG,55,False,1988-89,5,MIL,11,26
33,2,0,10,.523,11,10,.625,16,1,.167,6,.500,22,13,.813,16,5,0,NBA,91,Sidney Moncrief,6,16,1907,SG,36,False,1990-91,3,ATL,3,16
26,1,0,1,.500,2,2,.500,4,0,,0,.500,4,0,,0,4,,NBA,12,Paul Mokeski,1,1,1909,C,4,False,1982-83,1,MIL,0,2
27,6,11,68,.540,34,34,.557,61,0,.000,2,.540,63,30,.667,45,16,,NBA,322,Paul Mokeski,20,62,1909,C,98,False,1983-84,9,MIL,10,88
28,12,4,26,.444,16,16,.444,36,0,,0,.444,36,12,1.000,12,8,0,NBA,154,Paul Mokeski,8,28,1909,C,44,False,1984-85,2,MIL,12,34
29,8,3,19,.519,14,14,.519,27,0,,0,.519,27,6,.667,9,14,0,NBA,101,Paul Mokeski,5,27,1909,C,34,False,1985-86,6,MIL,7,24
30,2,2,17,.364,8,8,.381,21,0,.000,1,.364,22,12,.800,15,12,0,NBA,107,Paul Mokeski,12,22,1909,C,28,False,1986-87,3,MIL,5,29
31,0,2,4,.357,5,5,.357,14,0,,0,.357,14,4,.667,6,4,0,NBA,40,Paul Mokeski,5,4,1909,C,14,False,1987-88,3,MIL,2,9
32,3,0,9,.607,8,7,.538,13,1,1.000,1,.571,14,6,.750,8,5,0,NBA,61,Paul Mokeski,8,16,1909,C,23,False,1988-89,0,MIL,2,17
33,0,1,2,.500,1,1,.500,2,0,,0,.500,2,2,1.000,2,3,0,NBA,10,Paul Mokeski,0,2,1909,C,4,False,1989-90,1,CLE,0,2
34,1,0,2,1.000,1,1,1.000,1,0,,0,1.000,1,0,,0,3,0,NBA,8,Paul Mokeski,0,4,1909,C,2,False,1990-91,1,GSW,1,2
24,5,7,8,.625,10,10,.625,16,0,,0,.625,16,3,.750,4,4,0,NBA,60,Jerome Moiso,8,9,1910,C,23,False,2002-03,0,NOH,4,16
21,0,0,0,,0,0,,0,0,,0,,0,0,,0,3,0,NBA,3,Nazr Mohammed,0,0,1911,C,0,False,1998-99,0,PHI,0,0
26,1,3,13,.500,15,15,.500,30,0,,0,.500,30,11,.688,16,4,4,NBA,97,Nazr Mohammed,10,18,1911,C,41,False,2003-04,6,NYK,7,23
27,8,23,79,.532,66,65,.524,124,1,1.000,1,.528,125,30,.638,47,23,23,NBA,528,Nazr Mohammed,75,65,1911,C,163,True,2004-05,14,SAS,24,154
28,1,6,16,.767,11,10,.714,14,1,1.000,1,.733,15,13,.722,18,8,3,NBA,94,Nazr Mohammed,15,17,1911,C,36,False,2005-06,3,SAS,8,31
29,0,0,2,.500,1,1,.500,2,0,,0,.500,2,3,1.000,3,2,0,NBA,6,Nazr Mohammed,1,1,1911,C,5,False,2006-07,0,DET,0,3
32,2,2,3,.579,11,11,.579,19,0,,0,.579,19,2,.667,3,4,0,NBA,48,Nazr Mohammed,5,13,1911,C,24,False,2009-10,1,CHA,1,8
33,0,6,23,.412,14,14,.412,34,0,,0,.412,34,4,.400,10,14,0,NBA,148,Nazr Mohammed,9,27,1911,C,32,False,2010-11,4,OKC,6,32
34,1,3,9,.500,8,8,.500,16,0,,0,.500,16,2,.500,4,8,0,NBA,83,Nazr Mohammed,7,19,1911,C,18,False,2011-12,0,OKC,2,16
35,4,7,18,.512,21,21,.512,41,0,,0,.512,41,4,.571,7,12,0,NBA,114,Nazr Mohammed,14,15,1911,C,46,False,2012-13,2,CHI,3,32
36,0,0,1,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,5,Nazr Mohammed,1,3,1911,C,0,False,2013-14,0,CHI,0,2
37,0,1,2,.286,2,2,.333,6,0,.000,1,.286,7,0,,0,3,0,NBA,14,Nazr Mohammed,3,0,1911,C,4,False,2014-15,0,CHI,0,5
38,0,1,2,.500,1,1,.500,2,0,,0,.500,2,0,,0,5,0,NBA,10,Nazr Mohammed,1,1,1911,C,2,False,2015-16,0,OKC,1,3
28,7,,,,3,,,,,,,.167,18,4,.571,7,2,,NBA,,Leo Mogus,,10,1912,,10,False,1949-50,,PHW,,
29,0,,,,0,,,,,,,,0,0,,0,1,,NBA,,Leo Mogus,,0,1912,,0,False,1950-51,,PHW,,0
29,40,,,.422,144,140,.418,335,4,.364,11,.416,346,107,.718,149,17,,ABA,715,Doug Moe,,71,1914,SF,399,False,1967-68,,NOB,54,169
