age,ast_per_g,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,lg_id,mp_per_g,name,orb_per_g,pf_per_g,pid,pos,pts_per_g,ring,season,stl_per_g,team_id,tov_per_g,trb_per_g
27,5.2,,,,,,,,,,.486,5.8,12.0,.789,5.0,6.3,6,,NBA,35.2,Jack Nichols,,4.0,2504,PF,16.7,False,1953-54,,BOS,,10.3
28,3.3,,,,,,,,,,.370,4.3,11.6,.813,1.9,2.3,7,,NBA,33.0,Jack Nichols,,4.0,2504,PF,10.4,False,1954-55,,BOS,,7.0
29,3.3,,,,,,,,,,.372,5.3,14.3,.900,3.0,3.3,3,,NBA,33.3,Jack Nichols,,4.3,2504,PF,13.7,False,1955-56,,BOS,,12.0
30,0.7,,,,,,,,,,.400,1.6,4.0,.600,0.3,0.5,10,,NBA,11.7,Jack Nichols,,2.3,2504,PF,3.5,True,1956-57,,BOS,,1.7
31,0.7,,,,,,,,,,.348,2.1,6.0,.700,0.6,0.9,11,,NBA,13.5,Jack Nichols,,1.9,2504,PF,4.8,False,1957-58,,BOS,,4.1
23,0.3,,,.455,.455,2.5,5.5,,,,.455,2.5,5.5,1.000,0.7,0.7,6,,NBA,7.0,Dave Newmark,,1.3,2501,C,5.7,False,1969-70,,ATL,,2.0
24,1.8,0.3,0.8,.456,.525,7.8,14.8,.000,0.0,2.3,.456,7.8,17.0,.875,3.5,4.0,4,2,NBA,28.3,Johnny Newman,2.0,4.0,2500,SF,19.0,False,1987-88,1.5,NYK,1.5,2.8
25,1.9,0.1,1.3,.500,.544,4.8,8.8,.250,0.8,3.1,.467,5.6,11.9,.776,4.2,5.4,9,9,NBA,28.7,Johnny Newman,1.4,3.0,2500,SF,16.1,False,1988-89,0.9,NYK,2.0,2.8
26,1.0,0.3,1.0,.471,.453,3.4,7.5,.400,0.4,1.0,.447,3.8,8.5,.755,3.7,4.9,10,0,NBA,23.1,Johnny Newman,1.1,4.1,2500,SF,11.7,False,1989-90,0.9,NYK,1.7,2.1
29,2.0,0.1,1.3,.518,.540,3.0,5.6,.200,0.1,0.6,.509,3.1,6.1,.688,1.2,1.8,9,9,NBA,19.2,Johnny Newman,0.8,2.1,2500,SF,7.6,False,1992-93,1.1,CHH,1.7,2.1
30,0.5,0.5,0.8,.269,.222,0.5,2.3,.250,0.3,1.0,.231,0.8,3.3,.714,1.3,1.8,4,0,NBA,13.5,Johnny Newman,0.5,2.8,2500,SF,3.0,False,1993-94,0.5,NJN,0.8,1.3
38,0.7,0.0,0.0,.214,.000,0.0,0.3,.167,0.3,2.0,.143,0.3,2.3,,0.0,0.0,3,2,NBA,7.3,Johnny Newman,0.0,1.7,2500,SF,1.0,False,2001-02,0.0,DAL,0.0,0.0
26,5.6,0.0,2.8,.486,.486,6.5,13.4,,,,.486,6.5,13.4,.897,3.3,3.6,8,,NBA,37.4,Mike Newlin,1.4,3.1,2499,SG,16.3,False,1974-75,1.5,HOU,,4.1
28,4.4,0.0,2.2,.524,.524,6.3,11.9,,,,.524,6.3,11.9,.750,1.8,2.3,12,,NBA,26.3,Mike Newlin,0.7,3.1,2499,SG,14.3,False,1976-77,1.3,HOU,,2.8
30,2.5,0.5,2.0,.400,.400,4.0,10.0,,,,.400,4.0,10.0,1.000,4.0,4.0,2,,NBA,33.5,Mike Newlin,1.0,5.0,2499,SG,12.0,False,1978-79,0.5,HOU,3.0,3.0
31,0.0,0.0,0.2,1.167,1.000,0.4,0.4,1.000,0.2,0.2,1.000,0.6,0.6,,0.0,0.0,5,0,NBA,2.2,Ira Newble,0.2,0.2,2498,SG,1.4,False,2005-06,0.2,CLE,0.2,0.4
32,0.2,0.0,0.2,.000,,0.0,0.0,.000,0.0,0.3,.000,0.0,0.3,,0.0,0.0,6,0,NBA,1.7,Ira Newble,0.0,0.5,2498,SF,0.0,False,2006-07,0.0,CLE,0.0,0.2
33,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1.0,Ira Newble,0.0,0.0,2498,SF,0.0,False,2007-08,0.0,LAL,0.0,0.0
26,0.3,0.0,0.3,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,NBA,1.7,Ivano Newbill,0.0,0.7,2497,PF,0.0,False,1996-97,0.0,ATL,0.3,0.3
25,0.1,0.9,0.4,.333,.333,0.4,1.3,,0.0,0.0,.333,0.4,1.3,.500,0.6,1.1,7,0,NBA,5.3,Chuck Nevitt,0.4,1.6,2495,C,1.4,True,1984-85,0.6,LAL,0.3,0.9
26,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1.0,Chuck Nevitt,0.0,0.0,2495,C,0.0,False,1985-86,0.0,DET,0.0,0.0
27,0.0,1.0,1.7,.200,.200,0.3,1.7,,0.0,0.0,.200,0.3,1.7,1.000,0.7,0.7,3,0,NBA,3.3,Chuck Nevitt,0.3,0.3,2495,C,1.3,False,1986-87,0.0,DET,1.0,2.0
28,0.0,0.0,0.3,.500,.500,0.3,0.7,,0.0,0.0,.500,0.3,0.7,,0.0,0.0,3,0,NBA,1.3,Chuck Nevitt,0.7,0.3,2495,C,0.7,False,1987-88,0.0,DET,0.3,1.0
29,0.0,0.0,0.5,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2,0,NBA,1.5,Chuck Nevitt,0.0,0.0,2495,C,0.0,False,1988-89,0.0,HOU,0.0,0.5
24,2.8,,,,,,,,,,.414,2.4,5.8,.667,0.8,1.2,5,,NBA,24.8,Paul Neumann,,2.6,2494,PG,5.6,False,1961-62,,SYR,,3.4
25,2.3,,,,,,,,,,.444,2.0,4.5,.000,0.0,0.3,4,,NBA,16.3,Paul Neumann,,2.8,2494,PG,4.0,False,1962-63,,SYR,,3.5
26,5.0,,,,,,,,,,.458,5.4,11.8,.839,5.2,6.2,5,,NBA,33.0,Paul Neumann,,2.6,2494,PG,16.0,False,1963-64,,PHI,,2.6
29,2.3,,,,,,,,,,.330,1.9,5.9,.745,2.3,3.1,15,,NBA,16.9,Paul Neumann,,3.3,2494,PG,6.2,False,1966-67,,SFW,,1.1
25,2.0,,,.569,.569,9.7,17.0,,0.0,0.0,.569,9.7,17.0,.563,3.0,5.3,3,,ABA,39.0,Bob Netolicky,,3.3,2492,PF,22.3,False,1967-68,,INA,1.0,7.3
26,1.0,,,.531,.537,9.5,17.6,.000,0.0,0.2,.531,9.5,17.8,.629,3.6,5.7,17,,ABA,41.3,Bob Netolicky,,3.2,2492,PF,22.5,False,1968-69,,INA,1.6,12.6
27,1.3,,,.498,.498,8.3,16.6,,0.0,0.0,.498,8.3,16.6,.683,3.7,5.5,15,,ABA,40.2,Bob Netolicky,,2.9,2492,PF,20.3,True,1969-70,,INA,2.6,12.9
28,0.5,,5.5,.469,.469,6.1,13.0,,0.0,0.0,.469,6.1,13.0,.730,2.5,3.4,11,,ABA,34.5,Bob Netolicky,2.8,2.4,2492,PF,14.6,False,1970-71,,INA,1.1,8.4
29,0.6,,,.476,.479,4.6,9.5,.000,0.0,0.1,.476,4.6,9.6,.590,1.8,3.1,20,,ABA,27.6,Bob Netolicky,,1.8,2492,PF,10.9,True,1971-72,,INA,1.1,5.9
32,0.1,0.1,0.4,.375,.375,0.4,1.1,,0.0,0.0,.375,0.4,1.1,1.000,0.6,0.6,7,,ABA,4.4,Bob Netolicky,0.3,1.0,2492,PF,1.4,False,1974-75,0.0,INA,0.0,0.7
22,1.0,0.1,1.1,.375,.398,2.2,5.5,.111,0.1,0.6,.370,2.3,6.1,1.000,0.9,0.9,15,,ABA,11.5,Johnny Neumann,1.1,1.4,2493,SG,5.5,False,1973-74,0.3,UTS,1.2,2.1
24,0.9,0.1,0.3,.467,.444,3.5,7.9,.385,0.6,1.6,.434,4.1,9.5,.786,1.4,1.8,8,,ABA,14.0,Johnny Neumann,0.3,2.5,2493,SG,10.3,False,1975-76,0.8,KEN,1.0,0.5
25,1.5,0.3,0.3,.379,.379,1.8,4.8,,,,.379,1.8,4.8,.500,0.3,0.7,6,,NBA,11.3,Johnny Neumann,0.0,2.3,2493,SG,4.0,False,1976-77,0.5,LAL,,0.3
22,1.0,0.0,1.0,.500,.500,1.3,2.7,,0.0,0.0,.500,1.3,2.7,,0.0,0.0,3,0,NBA,9.7,Rasho Nesterovic,1.3,1.3,2491,C,2.7,False,1998-99,0.0,MIN,0.3,2.3
23,1.5,1.8,2.0,.440,.440,2.8,6.3,,0.0,0.0,.440,2.8,6.3,.500,0.8,1.5,4,4,NBA,31.5,Rasho Nesterovic,1.3,5.0,2491,C,6.3,False,1999-00,0.8,MIN,1.0,3.3
24,0.8,0.8,1.8,.385,.385,1.3,3.3,,0.0,0.0,.385,1.3,3.3,,0.0,0.0,4,2,NBA,12.3,Rasho Nesterovic,1.3,2.3,2491,C,2.5,False,2000-01,0.3,MIN,0.8,3.0
25,1.0,0.0,4.7,.484,.484,5.0,10.3,,0.0,0.0,.484,5.0,10.3,.444,1.3,3.0,3,3,NBA,30.7,Rasho Nesterovic,2.0,3.3,2491,C,11.3,False,2001-02,0.3,MIN,1.3,6.7
26,0.7,0.7,3.5,.500,.500,3.2,6.3,,0.0,0.0,.500,3.2,6.3,.667,0.7,1.0,6,6,NBA,28.2,Rasho Nesterovic,1.5,4.7,2491,C,7.0,False,2002-03,0.2,MIN,0.8,5.0
27,1.0,1.1,3.4,.433,.439,2.9,6.6,.000,0.0,0.1,.433,2.9,6.7,.167,0.1,0.6,10,10,NBA,26.1,Rasho Nesterovic,2.1,3.8,2491,C,5.9,False,2003-04,0.3,SAS,0.8,5.5
28,0.1,0.3,1.0,.417,.417,0.3,0.8,,0.0,0.0,.417,0.3,0.8,.000,0.0,0.1,15,0,NBA,7.6,Rasho Nesterovic,0.7,1.1,2491,C,0.7,True,2004-05,0.1,SAS,0.3,1.7
29,0.1,0.6,2.6,.605,.556,1.1,2.0,1.000,0.1,0.1,.579,1.2,2.1,1.000,0.2,0.2,9,1,NBA,12.7,Rasho Nesterovic,0.8,1.9,2491,C,2.8,False,2005-06,0.2,SAS,0.2,3.3
30,0.6,0.4,2.6,.467,.467,1.4,3.0,,0.0,0.0,.467,1.4,3.0,1.000,0.6,0.6,5,4,NBA,14.2,Rasho Nesterovic,2.0,0.8,2491,C,3.4,False,2006-07,0.0,TOR,0.8,4.6
31,0.6,0.4,2.0,.500,.500,2.2,4.4,,0.0,0.0,.500,2.2,4.4,.500,0.2,0.4,5,2,NBA,15.4,Rasho Nesterovic,0.6,2.8,2491,C,4.6,False,2007-08,0.2,TOR,1.0,2.6
27,1.0,,0.8,.357,.500,0.7,1.3,.111,0.1,1.0,.333,0.8,2.3,.800,0.4,0.6,9,,ABA,5.7,Dick Nemelka,0.2,1.3,2488,SG,2.1,True,1970-71,,UTS,0.4,1.0
24,0.0,,1.0,.000,.000,0.0,1.0,,0.0,0.0,.000,0.0,1.0,,0.0,0.0,1,,ABA,2.0,Ron Nelson,0.0,0.0,2486,SG,0.0,False,1970-71,,FLO,2.0,1.0
23,0.4,,,,,,,,,,.538,1.4,2.6,1.000,0.6,0.6,5,,NBA,11.2,Don Nelson,,2.2,2484,SF,3.4,False,1963-64,,LAL,,2.6
24,1.7,,,,,,,,,,.453,2.2,4.8,.760,1.7,2.3,11,,NBA,19.3,Don Nelson,,2.8,2484,SF,6.1,False,1964-65,,LAL,,5.4
25,0.8,,,,,,,,,,.424,2.9,6.9,.808,2.5,3.1,17,,NBA,18.6,Don Nelson,,2.9,2484,SF,8.4,True,1965-66,,BOS,,5.0
26,1.0,,,,,,,,,,.458,3.0,6.6,.588,1.1,1.9,9,,NBA,15.8,Don Nelson,,1.3,2484,SF,7.1,False,1966-67,,BOS,,4.7
27,1.7,,,,,,,,,,.520,4.8,9.2,.743,2.9,3.9,19,,NBA,24.6,Don Nelson,,2.6,2484,SF,12.5,True,1967-68,,BOS,,7.5
28,1.2,,,,,,,,,,.518,4.8,9.3,.833,2.8,3.3,18,,NBA,19.3,Don Nelson,,2.8,2484,SF,12.4,True,1968-69,,BOS,,4.6
31,1.9,,,,,,,,,,.525,4.7,9.0,.854,3.7,4.4,11,,NBA,28.0,Don Nelson,,2.7,2484,PF,13.2,False,1971-72,,BOS,,5.5
32,1.2,,,,,,,,,,.465,3.6,7.8,.875,3.8,4.3,13,,NBA,23.3,Don Nelson,,2.2,2484,SF,11.0,False,1972-73,,BOS,,2.9
33,1.9,0.2,4.0,,,,,,,,.500,4.6,9.1,.774,2.3,2.9,18,,NBA,25.9,Don Nelson,1.4,3.0,2484,SF,11.4,True,1973-74,0.4,BOS,,5.4
34,2.4,0.2,2.5,,,,,,,,.564,6.0,10.6,.902,3.4,3.7,11,,NBA,24.9,Don Nelson,1.6,3.3,2484,SF,15.4,False,1974-75,0.2,BOS,,4.1
35,0.9,0.1,2.0,,,,,,,,.481,2.9,6.0,.870,3.3,3.8,18,,NBA,17.5,Don Nelson,0.9,2.6,2484,SF,9.1,True,1975-76,0.2,BOS,,2.9
22,0.5,,,,,,,,,,,0.0,0.0,,0.0,0.0,2,,NBA,2.5,Barry Nelson,,0.5,2482,C,0.0,False,1971-72,,MIL,,0.5
22,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,0.0,Nemanja Nedovic,0.0,1.0,2480,SG,0.0,False,2013-14,0.0,GSW,0.0,0.0
26,0.9,0.4,2.6,,,,,,,,.476,1.6,3.3,.654,0.9,1.4,19,,NBA,10.8,Lloyd Neal,1.1,1.8,2478,PF,4.1,True,1976-77,0.1,POR,,3.7
27,0.7,1.3,3.0,,,,,,,,.333,2.3,7.0,1.000,0.3,0.3,3,,NBA,15.7,Lloyd Neal,0.7,1.7,2478,PF,5.0,False,1977-78,0.0,POR,2.0,3.7
23,0.2,,,,,,,,,,.371,1.2,3.2,.385,0.5,1.2,11,,NBA,9.1,Jim Neal,,1.3,2477,C,2.8,False,1953-54,,SYR,,2.5
23,1.0,0.0,2.0,1.000,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,1.000,1.0,1.0,2,,NBA,9.5,Ed Nealy,1.0,0.5,2479,PF,3.0,False,1983-84,0.0,KCK,0.5,3.0
27,2.0,0.0,2.0,.500,.500,1.0,2.0,,0.0,0.0,.500,1.0,2.0,,0.0,0.0,2,0,NBA,18.0,Ed Nealy,1.5,3.0,2479,PF,2.0,False,1987-88,0.5,SAS,0.5,3.5
28,0.0,0.0,0.5,.333,.333,0.3,0.8,,0.0,0.0,.333,0.3,0.8,,0.0,0.0,4,0,NBA,1.5,Ed Nealy,0.3,0.0,2479,PF,0.5,False,1988-89,0.0,PHO,0.0,0.8
29,0.3,0.1,2.4,.472,.486,1.1,2.3,.000,0.0,0.1,.472,1.1,2.4,.619,0.9,1.4,15,0,NBA,15.2,Ed Nealy,1.1,3.0,2479,PF,3.1,False,1989-90,0.7,CHI,0.5,3.5
30,0.0,0.0,1.5,.200,.250,0.5,2.0,.000,0.0,0.5,.200,0.5,2.5,,0.0,0.0,2,0,NBA,10.0,Ed Nealy,1.0,1.0,2479,PF,1.0,False,1990-91,0.0,PHO,0.5,2.5
31,0.5,0.0,1.8,.528,.400,0.3,0.6,.385,0.6,1.6,.389,0.9,2.3,1.000,0.5,0.5,8,0,NBA,8.4,Ed Nealy,0.5,1.5,2479,PF,2.9,False,1991-92,0.4,PHO,0.0,2.3
26,0.8,0.2,2.7,.424,.444,2.0,4.5,.263,0.8,3.2,.370,2.8,7.7,1.000,1.2,1.2,6,0,NBA,18.5,Gary Neal,0.3,1.8,2476,SG,7.7,False,2010-11,0.2,SAS,0.3,3.0
27,1.4,0.0,1.2,.573,.500,1.6,3.3,.444,1.1,2.6,.476,2.8,5.9,.846,0.8,0.9,14,0,NBA,15.5,Gary Neal,0.1,1.5,2476,SG,7.5,False,2011-12,0.1,SAS,0.8,1.3
28,0.7,0.0,2.1,.470,.420,1.4,3.3,.348,1.1,3.1,.385,2.5,6.4,1.000,0.8,0.8,21,0,NBA,18.6,Gary Neal,0.0,1.6,2476,SG,6.8,False,2012-13,0.1,SAS,0.6,2.1
29,1.0,0.0,1.3,.392,.424,3.5,8.3,.222,1.0,4.5,.353,4.5,12.8,.714,1.3,1.8,4,0,NBA,26.0,Gary Neal,0.8,2.3,2476,SG,11.3,False,2013-14,0.0,CHA,2.0,2.0
24,1.5,,,,,,,,,,.333,7.0,21.0,.750,3.0,4.0,2,,NBA,31.5,Willie Naulls,,5.5,2473,SF,17.0,False,1958-59,,NYK,,10.5
29,0.8,,,,,,,,,,.389,3.7,9.5,.739,1.7,2.3,10,,NBA,16.7,Willie Naulls,,3.1,2473,SF,9.1,True,1963-64,,BOS,,4.6
30,0.8,,,,,,,,,,.411,3.3,7.9,.667,0.8,1.3,12,,NBA,15.0,Willie Naulls,,2.3,2473,SF,7.3,True,1964-65,,BOS,,4.3
31,0.1,,,,,,,,,,.257,0.8,3.2,.810,1.5,1.9,11,,NBA,6.8,Willie Naulls,,2.1,2473,SF,3.2,True,1965-66,,BOS,,1.5
23,0.7,0.3,5.0,.438,.457,7.0,15.3,.000,0.0,0.7,.438,7.0,16.0,.600,2.0,3.3,3,,NBA,41.7,Calvin Natt,3.0,2.3,2471,SF,16.0,False,1979-80,0.7,POR,3.3,8.0
24,0.3,0.3,4.7,.452,.452,4.7,10.3,,0.0,0.0,.452,4.7,10.3,.500,1.3,2.7,3,,NBA,31.7,Calvin Natt,2.0,1.3,2471,SF,10.7,False,1980-81,0.3,POR,2.3,6.7
26,1.6,0.1,6.0,.495,.490,7.0,14.3,.500,0.1,0.3,.490,7.1,14.6,.646,4.4,6.9,7,,NBA,39.1,Calvin Natt,3.1,2.0,2471,SF,18.9,False,1982-83,1.1,POR,1.3,9.1
27,1.8,0.2,5.4,.514,.536,7.4,13.8,.000,0.0,0.6,.514,7.4,14.4,.694,5.0,7.2,5,,NBA,39.0,Calvin Natt,2.2,2.0,2471,SF,19.8,False,1983-84,1.2,POR,2.0,7.6
28,3.8,0.3,4.5,.550,.550,8.7,15.9,,0.0,0.0,.550,8.7,15.9,.809,4.8,5.9,15,15,NBA,33.9,Calvin Natt,2.1,2.3,2471,PF,22.3,False,1984-85,0.5,DEN,2.1,6.6
29,2.8,0.3,6.2,.468,.464,6.5,14.0,.500,0.1,0.2,.465,6.6,14.2,.780,4.6,5.9,10,6,NBA,29.3,Calvin Natt,1.7,2.5,2471,PF,17.9,False,1985-86,0.2,DEN,2.2,7.9
33,0.5,0.0,0.5,.333,.333,0.5,1.5,,0.0,0.0,.333,0.5,1.5,,0.0,0.0,2,0,NBA,7.0,Calvin Natt,0.5,2.5,2471,SF,1.0,False,1989-90,0.0,IND,1.0,1.0
24,2.1,0.7,7.9,.553,.553,6.7,12.1,,0.0,0.0,.553,6.7,12.1,.714,1.4,2.0,7,,ABA,30.1,Swen Nater,3.9,3.0,2469,C,14.9,False,1973-74,0.4,SAA,1.1,11.7
25,1.0,1.0,12.5,.476,.476,6.7,14.0,,0.0,0.0,.476,6.7,14.0,.429,1.5,3.5,6,,ABA,39.0,Swen Nater,4.0,3.0,2469,C,14.8,False,1974-75,0.2,SAA,2.7,16.5
34,0.1,0.1,1.4,.500,.500,1.1,2.2,,0.0,0.0,.500,1.1,2.2,.769,1.2,1.5,17,,NBA,8.6,Swen Nater,0.9,1.6,2469,C,3.4,False,1983-84,0.1,LAL,0.5,2.4
28,0.0,0.8,1.0,.296,.296,1.6,5.4,,,,.296,1.6,5.4,.800,1.6,2.0,5,,NBA,12.8,Bob Nash,1.2,2.0,2466,SF,4.8,False,1978-79,0.0,KCK,1.4,2.2
22,0.3,0.3,0.0,.278,.200,0.3,1.3,.250,0.3,1.0,.222,0.5,2.3,,0.0,0.0,4,0,NBA,3.8,Steve Nash,0.3,1.3,2468,PG,1.3,False,1996-97,0.3,PHO,0.5,0.3
23,1.8,0.0,2.0,.472,.538,1.8,3.3,.200,0.3,1.3,.444,2.0,4.5,.625,1.3,2.0,4,1,NBA,12.8,Steve Nash,0.5,1.8,2468,PG,5.5,False,1997-98,0.5,PHO,0.8,2.5
26,6.4,0.1,2.6,.491,.420,2.9,6.9,.410,1.6,3.9,.417,4.5,10.8,.882,3.0,3.4,10,10,NBA,37.0,Steve Nash,0.6,1.9,2468,PG,13.6,False,2000-01,0.6,DAL,2.5,3.2
27,8.8,0.0,3.1,.517,.425,3.9,9.1,.444,2.5,5.6,.432,6.4,14.8,.971,4.3,4.4,8,8,NBA,40.4,Steve Nash,0.9,2.5,2468,PG,19.5,False,2001-02,0.5,DAL,3.8,4.0
28,7.3,0.1,2.8,.519,.431,3.9,9.1,.487,1.9,3.8,.447,5.8,12.9,.873,2.8,3.2,20,20,NBA,36.5,Steve Nash,0.8,2.4,2468,PG,16.1,False,2002-03,0.9,DAL,2.6,3.5
29,9.0,0.0,4.0,.429,.389,4.2,10.8,.375,1.2,3.2,.386,5.4,14.0,.889,1.6,1.8,5,5,NBA,39.4,Steve Nash,1.2,2.8,2468,PG,13.6,False,2003-04,0.8,DAL,2.4,5.2
30,11.3,0.2,4.2,.559,.553,7.9,14.3,.389,1.4,3.6,.520,9.3,17.9,.919,3.8,4.1,15,15,NBA,40.7,Steve Nash,0.6,2.4,2468,PG,23.9,False,2004-05,0.9,PHO,4.7,4.8
31,10.2,0.3,3.2,.557,.559,5.7,10.2,.368,1.6,4.4,.502,7.3,14.6,.912,4.2,4.6,20,20,NBA,39.9,Steve Nash,0.5,1.9,2468,PG,20.4,False,2005-06,0.4,PHO,3.4,3.7
32,13.3,0.1,2.8,.522,.455,5.0,11.0,.487,1.7,3.5,.463,6.7,14.5,.891,3.7,4.2,11,11,NBA,37.5,Steve Nash,0.4,1.9,2468,PG,18.9,False,2006-07,0.4,PHO,4.4,3.2
33,7.8,0.2,2.6,.500,.520,5.2,10.0,.300,1.2,4.0,.457,6.4,14.0,.917,2.2,2.4,5,5,NBA,36.6,Steve Nash,0.2,2.0,2468,PG,16.2,False,2007-08,0.4,PHO,2.4,2.8
35,10.1,0.1,2.9,.568,.567,5.0,8.8,.380,1.2,3.1,.518,6.2,11.9,.893,4.2,4.7,16,16,NBA,33.7,Steve Nash,0.4,1.3,2468,PG,17.8,False,2009-10,0.3,PHO,3.8,3.3
38,4.5,0.0,1.5,.435,.500,5.0,10.0,.000,0.0,1.5,.435,5.0,11.5,1.000,2.5,2.5,2,2,NBA,30.5,Steve Nash,1.0,1.0,2468,PG,12.5,False,2012-13,0.0,LAL,1.5,2.5
22,1.0,1.6,2.7,.610,.610,3.6,5.9,,0.0,0.0,.610,3.6,5.9,.500,0.6,1.1,7,,NBA,18.3,Larry Nance,1.9,2.1,2464,PF,7.7,False,1981-82,1.4,PHO,1.7,4.6
23,1.0,2.0,5.0,.400,.400,4.7,11.7,,0.0,0.0,.400,4.7,11.7,.800,2.7,3.3,3,,NBA,34.3,Larry Nance,3.3,4.0,2464,PF,12.0,False,1982-83,1.0,PHO,2.0,8.3
24,2.4,2.0,5.7,.590,.590,6.9,11.8,,0.0,0.0,.590,6.9,11.8,.671,3.0,4.5,17,,NBA,37.2,Larry Nance,3.0,3.5,2464,PF,16.9,False,1983-84,0.9,PHO,1.8,8.7
28,3.6,2.2,5.2,.531,.531,6.8,12.8,,0.0,0.0,.531,6.8,12.8,.889,3.2,3.6,5,5,NBA,40.0,Larry Nance,2.0,2.6,2464,PF,16.8,False,1987-88,0.4,CLE,2.8,7.2
29,3.2,2.4,4.6,.551,.551,7.6,13.8,,0.0,0.0,.551,7.6,13.8,.656,4.2,6.4,5,5,NBA,39.0,Larry Nance,3.2,2.4,2464,PF,19.4,False,1988-89,0.6,CLE,1.8,7.8
30,2.4,2.0,4.0,.578,.578,5.2,9.0,,0.0,0.0,.578,5.2,9.0,.750,1.8,2.4,5,5,NBA,31.8,Larry Nance,0.8,4.0,2464,PF,12.2,False,1989-90,0.6,CLE,0.8,4.8
32,2.5,2.7,6.6,.494,.496,7.3,14.7,.000,0.0,0.1,.494,7.3,14.8,.829,3.4,4.1,17,17,NBA,40.1,Larry Nance,2.6,3.3,2464,PF,18.0,False,1991-92,0.8,CLE,1.5,9.2
33,2.3,1.6,4.3,.565,.565,6.8,12.0,,0.0,0.0,.565,6.8,12.0,.767,2.6,3.3,9,9,NBA,36.6,Larry Nance,3.9,3.7,2464,PF,16.1,False,1992-93,0.9,CLE,0.7,8.2
24,0.1,0.1,1.1,.618,.462,0.9,1.9,.750,0.4,0.6,.529,1.3,2.4,,0.0,0.0,7,0,NBA,6.3,Eduardo Najera,1.0,1.1,2463,PF,3.0,False,2000-01,0.1,DAL,0.1,2.1
25,0.1,0.0,1.3,.696,.696,2.0,2.9,,0.0,0.0,.696,2.0,2.9,.625,0.6,1.0,8,4,NBA,15.3,Eduardo Najera,0.4,2.8,2463,PF,4.6,False,2001-02,0.4,DAL,0.3,1.6
26,0.8,0.2,2.0,.453,.453,2.1,4.5,,0.0,0.0,.453,2.1,4.5,.792,2.0,2.5,19,5,NBA,20.7,Eduardo Najera,1.9,2.8,2463,SF,6.1,False,2002-03,0.7,DAL,0.8,3.9
27,0.6,0.4,1.4,.455,.455,1.0,2.2,,0.0,0.0,.455,1.0,2.2,1.000,0.4,0.4,5,0,NBA,11.4,Eduardo Najera,2.0,2.4,2463,SF,2.4,False,2003-04,0.6,DAL,0.4,3.4
28,0.5,0.0,0.5,.000,.000,0.0,1.0,,0.0,0.0,.000,0.0,1.0,,0.0,0.0,2,0,NBA,6.5,Eduardo Najera,0.5,0.5,2463,PF,0.0,False,2004-05,0.0,DEN,0.5,1.0
29,0.5,0.0,2.8,.214,.214,0.8,3.5,,0.0,0.0,.214,0.8,3.5,.500,0.5,1.0,4,3,NBA,22.3,Eduardo Najera,1.0,3.3,2463,PF,2.0,False,2005-06,0.8,DEN,1.0,3.8
30,0.4,0.2,3.4,.235,.286,0.8,2.8,.000,0.0,0.6,.235,0.8,3.4,.500,0.2,0.4,5,0,NBA,19.2,Eduardo Najera,2.2,2.0,2463,PF,1.8,False,2006-07,0.4,DEN,0.4,5.6
31,1.5,0.3,2.0,.571,.556,1.3,2.3,.400,0.5,1.3,.500,1.8,3.5,,0.0,0.0,4,0,NBA,19.5,Eduardo Najera,1.3,3.8,2463,PF,4.0,False,2007-08,0.8,DEN,1.3,3.3
33,0.0,0.0,0.8,.250,.667,0.4,0.6,.000,0.0,1.0,.250,0.4,1.6,,0.0,0.0,5,0,NBA,7.2,Eduardo Najera,1.0,1.6,2463,PF,0.8,False,2009-10,0.4,DAL,0.2,1.8
26,0.7,0.0,1.6,.458,.466,3.0,6.4,.000,0.0,0.1,.458,3.0,6.6,.789,1.7,2.1,9,1,NBA,17.8,Lee Nailon,1.1,1.9,2462,SF,7.7,False,2001-02,0.3,CHH,0.8,2.7
23,0.4,0.0,1.0,.500,.500,0.6,1.2,.333,0.2,0.6,.444,0.8,1.8,1.000,1.0,1.0,5,0,NBA,8.2,Bostjan Nachbar,0.2,1.8,2459,SF,2.8,False,2003-04,0.2,HOU,0.4,1.2
25,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1.0,Bostjan Nachbar,0.0,0.0,2459,SF,0.0,False,2005-06,0.0,NJN,0.0,0.0
26,1.5,0.1,2.5,.516,.468,1.8,3.9,.375,1.5,4.0,.421,3.3,7.9,.955,1.8,1.8,12,0,NBA,23.4,Bostjan Nachbar,0.4,2.5,2459,SF,9.9,False,2006-07,0.6,NJN,1.5,2.9
